"","soil_name","horizon","c_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","c_g_cm3","c_Mg_horizon","c_Mg_ha"
"1","acadia","0_10",1.42,1.4,0.246635757280942,1,58.5,36.4,5.1,2,0.0194824,0.00194824,19.4824
"2","acadia","10_20",0.89,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.013039189985568,0.0013039189985568,13.039189985568
"3","acadia","20_40",0.36,1.62,0.215883238671701,1,40.9,37.5,21.6,2,0.00571536,0.001143072,11.43072
"4","acadia","40_100",0.116666666666667,1.81,0.05,3,35.8333333333333,33.0333333333333,31.1333333333333,1.66666666666667,0.00207647222222222,0.00124588333333333,12.4588333333333
"5","albany","0_10",1.118125,1.6,0.246635757280942,1,46.4333333333333,7.40555555555556,2.86666666666667,0.0555555555555556,0.0178800611111111,0.00178800611111111,17.8800611111111
"6","albany","10_20",0.944285714285714,1.5096443452381,0.210069553241103,0,45.6285714285714,5.97142857142857,2.24285714285714,0,0.0142553558886055,0.00142553558886055,14.2553558886055
"7","albany","20_40",0.38,1.69,0.014142135623731,2,57.1647058823529,7.74444444444444,2.60555555555556,0.0555555555555556,0.00641843222222222,0.00128368644444444,12.8368644444444
"8","albany","40_100",0.145869565217391,1.74666666666667,0.0956382071489562,6,53.5452830188679,6.73962264150943,2.40754716981132,0.0754716981132075,0.00254593216297512,0.00152755929778507,15.2755929778507
"9","allanton","0_10",4.07,1.3509262485482,0.246635757280942,0,21.2,6.2,7.8,0,0.0549826983159118,0.00549826983159118,54.9826983159118
"10","allanton","10_20",1.2,1.5096443452381,0.210069553241103,0,95.2,6.5,2,0,0.0181157321428572,0.00181157321428572,18.1157321428572
"11","allanton","20_40",1.285,1.50104635443921,0.215883238671701,0,17.25,8.15,3.05,0,0.0192884456545439,0.00385768913090877,38.5768913090877
"12","allanton","40_100",0.32,1.59451747615447,0.19649269329816,0,68.1,7,2.68,0,0.0051024559236943,0.00306147355421658,30.6147355421658
"13","angelina","0_10",NA,1.53,0.246635757280942,1,30.2,40.5,29.3,0,NA,NA,NA
"14","angelina","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"15","angelina","20_40",NA,1.81,0.215883238671701,1,16.6,42.1,41.3,0,NA,NA,NA
"16","angelina","40_100",NA,1.69666666666667,0.0550757054728611,3,52.5333333333333,22.9666666666667,24.5,0,NA,NA,NA
"17","appling","0_10",2.41,1.3509262485482,0.246635757280942,0,65.0666666666667,21.1333333333333,12.6,4,0.0312550296864112,0.00312550296864112,31.2550296864112
"18","appling","10_20",0.21,1.5096443452381,0.210069553241103,0,31.175,38.425,15.125,0,0.00317025312500001,0.000317025312500001,3.17025312500001
"19","appling","20_40",0.3,1.50104635443921,0.215883238671701,0,36.8,20.6,42.6,0,0.00450313906331763,0.000900627812663526,9.00627812663526
"20","appling","40_100",0.14,1.31,0.19649269329816,1,42.0181818181818,25.5,32.9090909090909,2.72727272727273,0.00178398181818182,0.00107038909090909,10.7038909090909
"21","arkana","0_10",2.79375,1.3509262485482,0.246635757280942,0,26.26875,54.1375,19.6,0,0.0377415020688153,0.00377415020688153,37.7415020688154
"22","arkana","10_20",1.9,1.5096443452381,0.210069553241103,0,26.5285714285714,49.4571428571429,24.0142857142857,0,0.0286832425595239,0.00286832425595239,28.6832425595239
"23","arkana","20_40",1.32105263157895,1.50104635443921,0.215883238671701,0,19.9578947368421,39.3421052631579,40.6947368421053,0,0.019829612366539,0.00396592247330781,39.6592247330781
"24","arkana","40_100",0.691891891891892,1.59451747615447,0.19649269329816,0,11.5108108108108,26.2378378378378,62.2378378378378,0,0.011032337132312,0.00661940227938721,66.1940227938721
"25","ashe","0_10",2.28,1.26,0.246635757280942,1,48.7666666666667,35.2333333333333,16,6.33333333333333,0.02690856,0.002690856,26.90856
"26","ashe","10_20",0.465,1.5096443452381,0.210069553241103,0,49.2,36.75,14.05,2,0.00687944928125002,0.000687944928125002,6.87944928125002
"27","ashe","20_40",0.31,1.58,0.215883238671701,1,63.5,22.7,13.8,1,0.00484902,0.000969804,9.69804
"28","ashe","40_100",0.13,1.79,0.19649269329816,1,59.06,27.64,13.3,8,0.00214084,0.001284504,12.84504
"29","ashlar","0_10",0.85,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.0111897690571312,0.00111897690571312,11.1897690571312
"30","ashlar","10_20",0.85,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0124531589749807,0.00124531589749807,12.4531589749807
"31","ashlar","20_40",0.85,1.57,0.215883238671701,1,74.2,20.1,5.7,14,0.0114767,0.00229534,22.9534
"32","ashlar","40_100",0.3,1.55,0.19649269329816,1,75.2,19.4,5.4,30,0.003255,0.001953,19.53
"33","attoyac","0_10",0.485,1.63,0.226274169979695,2,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,0.00787914833333333,0.000787914833333333,7.87914833333333
"34","attoyac","10_20",0.89,1.585,0.134350288425444,2,72.75,24.25,3,1,0.013965435,0.0013965435,13.965435
"35","attoyac","20_40",0.286,1.648,0.122351951353462,5,61.2333333333333,30.45,8.31666666666667,0.333333333333333,0.00469756906666667,0.000939513813333333,9.39513813333333
"36","attoyac","40_100",0.161,1.7775,0.0337003603202442,8,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,0.00285657177272727,0.00171394306363636,17.1394306363636
"37","bayboro","0_10",10.3,1.3509262485482,0.246635757280942,0,44.8,20.4,34.8,0,0.139145403600465,0.0139145403600465,139.145403600465
"38","bayboro","10_20",7.81333333333333,1.5096443452381,0.210069553241103,0,36,31.2666666666667,32.7333333333333,0,0.11795354484127,0.011795354484127,117.95354484127
"39","bayboro","20_40",0.95,1.50104635443921,0.215883238671701,0,31.95,32.85,35.2,0,0.0142599403671725,0.0028519880734345,28.519880734345
"40","bayboro","40_100",0.585555555555555,1.59451747615447,0.19649269329816,0,26.6666666666667,24.5,48.8333333333333,0,0.00933678566592673,0.00560207139955604,56.0207139955604
"41","beauregard","0_10",1.785,1.39,0.246635757280942,1,39.1833333333333,55.1333333333333,5.68333333333333,1.16666666666667,0.0245220325,0.00245220325,24.5220325
"42","beauregard","10_20",0.498333333333333,1.6,0.210069553241103,1,36.0666666666667,54.7,9.23333333333333,1,0.0078936,0.00078936,7.8936
"43","beauregard","20_40",0.25,1.62,0.215883238671701,1,30.8166666666667,52.3666666666667,16.8166666666667,1,0.0040095,0.0008019,8.019
"44","beauregard","40_100",0.150714285714286,1.70666666666667,0.0850490054811538,3,27.90625,52.375,19.71875,1.25,0.0025400380952381,0.00152402285714286,15.2402285714286
"45","benndale","0_10",1.16,1.53,0.246635757280942,1,71.4,18.95,9.65,0.5,0.01765926,0.001765926,17.65926
"46","benndale","10_20",0.69,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0101090349326314,0.00101090349326314,10.1090349326314
"47","benndale","20_40",0.22,1.63,0.215883238671701,1,64.15,20.1,15.75,0,0.003586,0.0007172,7.172
"48","benndale","40_100",0.0233333333333333,1.69,0.0173205080756888,3,69.12,17.16,13.72,0.6,0.000391967333333333,0.0002351804,2.351804
"49","bernaldo","0_10",NA,1.3509262485482,0.246635757280942,0,62.0666666666667,35.5,2.43333333333333,0,NA,NA,NA
"50","bernaldo","10_20",NA,1.44,0.210069553241103,1,52.3,42.1,5.6,0,NA,NA,NA
"51","bernaldo","20_40",NA,1.51,0.0800000000000001,3,56.625,37.875,5.5,0,NA,NA,NA
"52","bernaldo","40_100",NA,1.67142857142857,0.0817370930542087,7,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,NA,NA,NA
"53","besner","0_10",NA,1.24,0.246635757280942,1,66,31.2,2.8,0,NA,NA,NA
"54","besner","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"55","besner","20_40",NA,1.47,0.014142135623731,2,65.45,31.85,2.7,0,NA,NA,NA
"56","besner","40_100",NA,1.688,0.148895936814945,5,61.6,35.62,2.78,0,NA,NA,NA
"57","bethera","0_10",2.72,1.27,0.246635757280942,1,48.9,54.65,31.7,0,0.034544,0.0034544,34.544
"58","bethera","10_20",0.72,1.5096443452381,0.210069553241103,0,6.8,51.5,24.3,0,0.0108694392857143,0.00108694392857143,10.8694392857143
"59","bethera","20_40",0.17,1.34,0.215883238671701,1,46.1,49.95,38.55,0,0.002278,0.0004556,4.556
"60","bethera","40_100",0.085,1.74,0.19649269329816,1,15.5666666666667,30.1,53.9,0,0.001479,0.0008874,8.874
"61","betis","0_10",0.8,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.0105315473478882,0.00105315473478882,10.5315473478882
"62","betis","10_20",0.8,1.5096443452381,0.210069553241103,0,90.85,7.35,1.8,0,0.0120771547619048,0.00120771547619048,12.0771547619048
"63","betis","20_40",0.21,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,0.00315219734432234,0.000630439468864468,6.30439468864468
"64","betis","40_100",0.06,1.72,0.19649269329816,1,86.76,9.2,4.04,0,0.001032,0.0006192,6.192
"65","bibb","0_10",NA,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,NA,NA,NA
"66","bibb","10_20",NA,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,NA,NA,NA
"67","bibb","20_40",NA,1.14,0.215883238671701,1,61.52,27.56,10.88,0,NA,NA,NA
"68","bibb","40_100",NA,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,NA,NA,NA
"69","blanton","0_10",0.96625,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,0.014010625,0.0014010625,14.010625
"70","blanton","10_20",0.956,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,0.0144321999404762,0.00144321999404762,14.4321999404762
"71","blanton","20_40",0.309090909090909,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,0.0046395978228121,0.000927919564562421,9.27919564562421
"72","blanton","40_100",0.151794871794872,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,0.00238317948717949,0.00142990769230769,14.2990769230769
"73","bonneau","0_10",0.785,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,0.0127940727272727,0.00127940727272727,12.7940727272727
"74","bonneau","10_20",0.58,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,0.0100605833333333,0.00100605833333333,10.0605833333333
"75","bonneau","20_40",0.338333333333333,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,0.00500431534804405,0.00100086306960881,10.0086306960881
"76","bonneau","40_100",0.18625,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,0.00301829851851852,0.00181097911111111,18.1097911111111
"77","boulogne","0_10",1.19333333333333,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,0.0161210532326752,0.00161210532326752,16.1210532326752
"78","boulogne","10_20",1.02266666666667,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.014982859504016,0.0014982859504016,14.982859504016
"79","boulogne","20_40",0.852,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,0.0127889149398221,0.00255778298796441,25.5778298796441
"80","boulogne","40_100",0.308,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,0.00491111382655577,0.00294666829593346,29.4666829593346
"81","bude","0_10",1.3,1.54,0.127279220613579,2,24.4,65.55,10.05,0,0.02002,0.002002,20.02
"82","bude","10_20",0.8,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0117206202117465,0.00117206202117465,11.7206202117465
"83","bude","20_40",0.3,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,0.00450313906331763,0.000900627812663526,9.00627812663526
"84","bude","40_100",0.0833333333333333,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,0.00139583333333333,0.0008375,8.375
"85","burton","0_10",17.3611111111111,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,0.110660686728395,0.0110660686728395,110.660686728395
"86","burton","10_20",3.27,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,0.02896933875,0.002896933875,28.96933875
"87","burton","20_40",4.13,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,0.0363958315,0.0072791663,72.791663
"88","burton","40_100",0.9175,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,0.0104159326515152,0.00624955959090911,62.4955959090911
"89","caddo","0_10",1.33285714285714,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,0.0193868831632653,0.00193868831632653,19.3868831632653
"90","caddo","10_20",0.365,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,0.0058108,0.00058108,5.8108
"91","caddo","20_40",0.22875,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,0.00384480140625,0.00076896028125,7.6896028125
"92","caddo","40_100",0.149375,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,0.00254260756835938,0.00152556454101563,15.2556454101563
"93","cahaba","0_10",1.166,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,0.016324,0.0016324,16.324
"94","cahaba","10_20",0.153333333333333,1.37,0.210069553241103,1,51.3,31.5,17.2,0,0.00210066666666667,0.000210066666666667,2.10066666666667
"95","cahaba","20_40",0.2,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,0.00294666666666666,0.000589333333333332,5.89333333333332
"96","cahaba","40_100",0.0721428571428571,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.0011009,0.00066054,6.6054
"97","carnasaw","0_10",2.18,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,0.03000225,0.003000225,30.00225
"98","carnasaw","10_20",1.04333333333333,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,0.0149715725,0.00149715725,14.9715725
"99","carnasaw","20_40",0.456666666666667,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,0.00624009629629628,0.00124801925925926,12.4801925925926
"100","carnasaw","40_100",0.271,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,0.0039682798021978,0.00238096788131868,23.8096788131868
"101","cartecay","0_10",NA,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,NA,NA,NA
"102","cartecay","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA,NA
"103","cartecay","20_40",NA,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,NA,NA,NA
"104","cartecay","40_100",NA,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,NA,NA,NA
"105","cashiers","0_10",6.72,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,0.0835196643902439,0.00835196643902439,83.5196643902439
"106","cashiers","10_20",4.45,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0651959499278401,0.00651959499278401,65.1959499278401
"107","cashiers","20_40",2.18,1.04,0.215883238671701,1,59.3,23,17.7,9,0.02063152,0.004126304,41.26304
"108","cashiers","40_100",0.585,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,0.0070887375,0.0042532425,42.532425
"109","cataula","0_10",NA,1.39,0.246635757280942,1,66.2,18.5,15.3,4,NA,NA,NA
"110","cataula","10_20",NA,1.72,0.210069553241103,1,68,18,14,11,NA,NA,NA
"111","cataula","20_40",NA,1.51,0.215883238671701,1,36.7,13.5,49.8,4,NA,NA,NA
"112","cataula","40_100",NA,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,NA,NA,NA
"113","cecil","0_10",1.2325,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,0.0183455771616542,0.00183455771616542,18.3455771616542
"114","cecil","10_20",0.82,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,0.0127465173333334,0.00127465173333334,12.7465173333334
"115","cecil","20_40",0.383333333333333,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,0.00578002777777777,0.00115600555555555,11.5600555555555
"116","cecil","40_100",0.115555555555556,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.00169111254320988,0.00101466752592593,10.1466752592593
"117","chandler","0_10",7.79,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,0.0820849807142857,0.00820849807142857,82.0849807142857
"118","chandler","10_20",1.08,1.62,0.210069553241103,1,65,22,13,47,0.00927288,0.000927288,9.27288
"119","chandler","20_40",0.583333333333333,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,0.00788049336080585,0.00157609867216117,15.7609867216117
"120","chandler","40_100",0.0866666666666667,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,0.00140832611111111,0.000844995666666668,8.44995666666668
"121","chestnut","0_10",34.6833333333333,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.454489866255323,0.0454489866255323,454.489866255323
"122","chestnut","10_20",17.8516666666667,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.261540756433369,0.0261540756433369,261.540756433369
"123","chestnut","20_40",1.02,1.13,0.215883238671701,1,42.05,37.05,20.9,10,0.0103734,0.00207468,20.7468
"124","chestnut","40_100",0.0733333333333333,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,0.00104561111111111,0.000627366666666667,6.27366666666667
"125","chewacla","0_10",NA,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,NA,NA,NA
"126","chewacla","10_20",NA,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,NA,NA,NA
"127","chewacla","20_40",NA,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,NA,NA,NA
"128","chewacla","40_100",NA,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,NA,NA,NA
"129","clarksville","0_10",3.38222891566265,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,0.0452642440019454,0.00452642440019454,45.2642440019454
"130","clarksville","10_20",0.861122448979592,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,0.0129692983886984,0.00129692983886984,12.9692983886984
"131","clarksville","20_40",0.465586592178771,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.00690083481834074,0.00138016696366815,13.8016696366815
"132","clarksville","40_100",0.1781,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.0035950625953125,0.0021570375571875,21.570375571875
"133","clebit","0_10",2.04,1.48,0.246635757280942,1,57.1,28.5,14.4,10,0.0271728,0.00271728,27.1728
"134","clebit","10_20",1.525,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0223424322786418,0.00223424322786418,22.3424322786418
"135","clebit","20_40",1.01,1.51,0.215883238671701,1,56.5,30,13.5,14,0.01311586,0.002623172,26.23172
"136","clebit","40_100",1.01,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,0.0155746991771832,0.00934481950630994,93.4481950630994
"137","clifton","0_10",3.895,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,0.0448259552678572,0.00448259552678572,44.8259552678572
"138","clifton","10_20",1.01333333333333,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.01519392,0.001519392,15.19392
"139","clifton","20_40",0.37,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.00513206958333334,0.00102641391666667,10.2641391666667
"140","clifton","40_100",0.143571428571429,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.00189154051948052,0.00113492431168831,11.3492431168831
"141","congaree","0_10",NA,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,NA,NA,NA
"142","congaree","10_20",NA,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,NA,NA,NA
"143","congaree","20_40",NA,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,NA,NA,NA
"144","congaree","40_100",0.475,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,0.00757395801173373,0.00454437480704024,45.4437480704024
"145","cowarts","0_10",1.06666666666667,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,0.0156431111111111,0.00156431111111111,15.6431111111111
"146","cowarts","10_20",0.33,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,0.00525987,0.000525987,5.25987
"147","cowarts","20_40",0.313333333333333,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,0.00492885269841269,0.000985770539682538,9.85770539682538
"148","cowarts","40_100",0.137857142857143,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.00227970962462463,0.00136782577477478,13.6782577477478
"149","cowee","0_10",2.43,1.33,0.246635757280942,1,67.2,20.6,12.2,20,0.0258552,0.00258552,25.8552
