"","soil_name","horizon","k_mqevL","k_ppm","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","k_g_cm3","k_Mg_horizon","k_Mg_ha"
"1","acadia","0_10",0.02,7.8,1.4,0.246635757280942,1,58.5,36.4,5.1,2,1.07016e-05,1.07016e-06,0.0107016
"2","acadia","10_20",0.045,17.55,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,2.57121105895189e-05,2.57121105895189e-06,0.0257121105895189
"3","acadia","20_40",0.07,27.3,1.62,0.215883238671701,1,40.9,37.5,21.6,2,4.334148e-05,8.668296e-06,0.08668296
"4","acadia","40_100",0.163333333333333,63.7,1.81,0.05,3,35.8333333333333,33.0333333333333,31.1333333333333,1.66666666666667,0.000113375383333333,6.802523e-05,0.6802523
"5","albany","0_10",0.0361111111111111,14.0833333333333,1.6,0.246635757280942,1,46.4333333333333,7.40555555555556,2.86666666666667,0.0555555555555556,2.25208148148148e-05,2.25208148148148e-06,0.0225208148148148
"6","albany","10_20",0.0485714285714286,18.9428571428571,1.5096443452381,0.210069553241103,0,45.6285714285714,5.97142857142857,2.24285714285714,0,2.85969771683674e-05,2.85969771683674e-06,0.0285969771683674
"7","albany","20_40",0.0217647058823529,8.48823529411765,1.69,0.014142135623731,2,57.1647058823529,7.74444444444444,2.60555555555556,0.0555555555555556,1.43371481372549e-05,2.86742962745098e-06,0.0286742962745098
"8","albany","40_100",0.0194,7.566,1.74666666666667,0.0956382071489562,6,53.5452830188679,6.73962264150943,2.40754716981132,0.0754716981132075,1.32053062037736e-05,7.92318372226417e-06,0.0792318372226417
"9","allanton","0_10",0.06,23.4,1.3509262485482,0.246635757280942,0,21.2,6.2,7.8,0,3.16116742160279e-05,3.16116742160279e-06,0.0316116742160279
"10","allanton","10_20",0.02,7.8,1.5096443452381,0.210069553241103,0,95.2,6.5,2,0,1.17752258928572e-05,1.17752258928572e-06,0.0117752258928572
"11","allanton","20_40",0.01,3.9,1.50104635443921,0.215883238671701,0,17.25,8.15,3.05,0,5.85408078231292e-06,1.17081615646258e-06,0.0117081615646258
"12","allanton","40_100",0,0,1.59451747615447,0.19649269329816,0,68.1,7,2.68,0,0,0,0
"13","angelina","0_10",0.34,132.6,1.53,0.246635757280942,1,30.2,40.5,29.3,0,0.000202878,2.02878e-05,0.202878
"14","angelina","10_20",0.4,156,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000228552094129057,2.28552094129057e-05,0.228552094129057
"15","angelina","20_40",0.46,179.4,1.81,0.215883238671701,1,16.6,42.1,41.3,0,0.000324714,6.49428e-05,0.649428
"16","angelina","40_100",0.173333333333333,67.6,1.69666666666667,0.0550757054728611,3,52.5333333333333,22.9666666666667,24.5,0,0.000114694666666667,6.88168000000001e-05,0.688168000000001
"17","appling","0_10",0.065,25.35,1.3509262485482,0.246635757280942,0,65.0666666666667,21.1333333333333,12.6,4,3.2876141184669e-05,3.2876141184669e-06,0.032876141184669
"18","appling","10_20",0.215,83.85,1.5096443452381,0.210069553241103,0,31.175,38.425,15.125,0,0.000126583678348215,1.26583678348215e-05,0.126583678348215
"19","appling","20_40",0.25,97.5,1.50104635443921,0.215883238671701,0,36.8,20.6,42.6,0,0.000146352019557823,2.92704039115646e-05,0.292704039115646
"20","appling","40_100",0.16625,64.8375,1.31,0.19649269329816,1,42.0181818181818,25.5,32.9090909090909,2.72727272727273,8.26206579545455e-05,4.95723947727273e-05,0.495723947727273
"21","arkana","0_10",0.31875,124.3125,1.3509262485482,0.246635757280942,0,26.26875,54.1375,19.6,0,0.000167937019272648,1.67937019272648e-05,0.167937019272648
"22","arkana","10_20",0.3,117,1.5096443452381,0.210069553241103,0,26.5285714285714,49.4571428571429,24.0142857142857,0,0.000176628388392858,1.76628388392858e-05,0.176628388392858
"23","arkana","20_40",0.357894736842105,139.578947368421,1.50104635443921,0.215883238671701,0,19.9578947368421,39.3421052631579,40.6947368421053,0,0.000209514470103831,4.19028940207662e-05,0.419028940207662
"24","arkana","40_100",0.451351351351351,176.027027027027,1.59451747615447,0.19649269329816,0,11.5108108108108,26.2378378378378,62.2378378378378,0,0.00028067817087011,0.000168406902522066,1.68406902522066
"25","ashe","0_10",0.366666666666667,143,1.26,0.246635757280942,1,48.7666666666667,35.2333333333333,16,6.33333333333333,0.0001687686,1.687686e-05,0.1687686
"26","ashe","10_20",0.21,81.9,1.5096443452381,0.210069553241103,0,49.2,36.75,14.05,2,0.0001211670744375,1.211670744375e-05,0.1211670744375
"27","ashe","20_40",0.5,195,1.58,0.215883238671701,1,63.5,22.7,13.8,1,0.000305019,6.10038e-05,0.610038
"28","ashe","40_100",0.43,167.7,1.79,0.19649269329816,1,59.06,27.64,13.3,8,0.00027616836,0.000165701016,1.65701016
"29","ashlar","0_10",0.04,15.6,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,2.0536517328382e-05,2.0536517328382e-06,0.020536517328382
"30","ashlar","10_20",0.04,15.6,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,2.28552094129057e-05,2.28552094129057e-06,0.0228552094129057
"31","ashlar","20_40",0.04,15.6,1.57,0.215883238671701,1,74.2,20.1,5.7,14,2.106312e-05,4.212624e-06,0.04212624
"32","ashlar","40_100",0,0,1.55,0.19649269329816,1,75.2,19.4,5.4,30,0,0,0
"33","attoyac","0_10",0.21,81.9,1.63,0.226274169979695,2,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,0.00013305201,1.3305201e-05,0.13305201
"34","attoyac","10_20",0.07,27.3,1.585,0.134350288425444,2,72.75,24.25,3,1,4.2837795e-05,4.2837795e-06,0.042837795
"35","attoyac","20_40",0.203333333333333,79.3,1.648,0.122351951353462,5,61.2333333333333,30.45,8.31666666666667,0.333333333333333,0.000130250778666667,2.60501557333333e-05,0.260501557333333
"36","attoyac","40_100",0.409090909090909,159.545454545455,1.7775,0.0337003603202442,8,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,0.000283076423553719,0.000169845854132231,1.69845854132231
"37","bayboro","0_10",0.6,234,1.3509262485482,0.246635757280942,0,44.8,20.4,34.8,0,0.000316116742160279,3.16116742160279e-05,0.316116742160279
"38","bayboro","10_20",0.466666666666667,182,1.5096443452381,0.210069553241103,0,36,31.2666666666667,32.7333333333333,0,0.000274755270833334,2.74755270833334e-05,0.274755270833334
"39","bayboro","20_40",0.15,58.5,1.50104635443921,0.215883238671701,0,31.95,32.85,35.2,0,8.78112117346938e-05,1.75622423469388e-05,0.175622423469388
"40","bayboro","40_100",0.211111111111111,82.3333333333333,1.59451747615447,0.19649269329816,0,26.6666666666667,24.5,48.8333333333333,0,0.000131281938870051,7.87691633220308e-05,0.787691633220308
"41","beauregard","0_10",0.113333333333333,44.2,1.39,0.246635757280942,1,39.1833333333333,55.1333333333333,5.68333333333333,1.16666666666667,6.07212233333333e-05,6.07212233333333e-06,0.0607212233333333
"42","beauregard","10_20",0.025,9.75,1.6,0.210069553241103,1,36.0666666666667,54.7,9.23333333333333,1,1.5444e-05,1.5444e-06,0.015444
"43","beauregard","20_40",0.06,23.4,1.62,0.215883238671701,1,30.8166666666667,52.3666666666667,16.8166666666667,1,3.752892e-05,7.505784e-06,0.07505784
"44","beauregard","40_100",0.0664285714285714,25.9071428571429,1.70666666666667,0.0850490054811538,3,27.90625,52.375,19.71875,1.25,4.36621714285715e-05,2.61973028571429e-05,0.261973028571429
"45","benndale","0_10",0.145,56.55,1.53,0.246635757280942,1,71.4,18.95,9.65,0.5,8.60888925e-05,8.60888925e-06,0.0860888925
"46","benndale","10_20",0.1075,41.925,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,6.14233752971842e-05,6.14233752971842e-06,0.0614233752971842
"47","benndale","20_40",0.07,27.3,1.63,0.215883238671701,1,64.15,20.1,15.75,0,4.4499e-05,8.8998e-06,0.088998
"48","benndale","40_100",0.068,26.52,1.69,0.0173205080756888,3,69.12,17.16,13.72,0.6,4.45498872e-05,2.672993232e-05,0.2672993232
"49","bernaldo","0_10",0.146666666666667,57.2,1.3509262485482,0.246635757280942,0,62.0666666666667,35.5,2.43333333333333,0,7.7272981416957e-05,7.72729814169571e-06,0.0772729814169571
"50","bernaldo","10_20",0.1,39,1.44,0.210069553241103,1,52.3,42.1,5.6,0,5.616e-05,5.616e-06,0.05616
"51","bernaldo","20_40",0.055,21.45,1.51,0.0800000000000001,3,56.625,37.875,5.5,0,3.23895e-05,6.4779e-06,0.064779
"52","bernaldo","40_100",0.122857142857143,47.9142857142857,1.67142857142857,0.0817370930542087,7,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,7.9970898542274e-05,4.79825391253644e-05,0.479825391253644
"53","besner","0_10",0.05,19.5,1.24,0.246635757280942,1,66,31.2,2.8,0,2.418e-05,2.418e-06,0.02418
"54","besner","10_20",0.025,9.75,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.42845058830661e-05,1.42845058830661e-06,0.0142845058830661
"55","besner","20_40",0,0,1.47,0.014142135623731,2,65.45,31.85,2.7,0,0,0,0
"56","besner","40_100",0,0,1.688,0.148895936814945,5,61.6,35.62,2.78,0,0,0,0
"57","bethera","0_10",0.165,64.35,1.27,0.246635757280942,1,48.9,54.65,31.7,0,8.17245e-05,8.17245e-06,0.0817245
"58","bethera","10_20",0.02,7.8,1.5096443452381,0.210069553241103,0,6.8,51.5,24.3,0,1.17752258928572e-05,1.17752258928572e-06,0.0117752258928572
"59","bethera","20_40",0.1,39,1.34,0.215883238671701,1,46.1,49.95,38.55,0,5.226e-05,1.0452e-05,0.10452
"60","bethera","40_100",0.106666666666667,41.6,1.74,0.19649269329816,1,15.5666666666667,30.1,53.9,0,7.2384e-05,4.34304e-05,0.434304
"61","betis","0_10",0.07,27.3,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,3.59389053246686e-05,3.59389053246686e-06,0.0359389053246686
"62","betis","10_20",0.07,27.3,1.5096443452381,0.210069553241103,0,90.85,7.35,1.8,0,4.12132906250001e-05,4.12132906250001e-06,0.0412132906250001
"63","betis","20_40",0.02,7.8,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,1.17081615646258e-05,2.34163231292517e-06,0.0234163231292517
"64","betis","40_100",0.028,10.92,1.72,0.19649269329816,1,86.76,9.2,4.04,0,1.87824e-05,1.126944e-05,0.1126944
"65","bibb","0_10",0.2175,84.825,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,0.000114592319033101,1.14592319033101e-05,0.114592319033101
"66","bibb","10_20",0.14,54.6,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,8.24265812500003e-05,8.24265812500003e-06,0.0824265812500003
"67","bibb","20_40",0.064,24.96,1.14,0.215883238671701,1,61.52,27.56,10.88,0,2.84544e-05,5.69088e-06,0.0569088
"68","bibb","40_100",0.03,11.7,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,1.6113708e-05,9.6682248e-06,0.096682248
"69","blanton","0_10",0.0522222222222222,20.3666666666667,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,2.95316666666667e-05,2.95316666666667e-06,0.0295316666666667
"70","blanton","10_20",0.08375,32.6625,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,4.93087584263395e-05,4.93087584263395e-06,0.0493087584263395
"71","blanton","20_40",0.03,11.7,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,1.75622423469388e-05,3.51244846938775e-06,0.0351244846938775
"72","blanton","40_100",0.0259574468085106,10.1234042553191,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,1.58937446808511e-05,9.53624680851064e-06,0.0953624680851064
"73","bonneau","0_10",0.161818181818182,63.1090909090909,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,0.000102856343801653,1.02856343801653e-05,0.102856343801653
"74","bonneau","10_20",0.0616666666666667,24.05,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,4.17167291666667e-05,4.17167291666667e-06,0.0417167291666667
"75","bonneau","20_40",0.0469230769230769,18.3,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,2.70676761189772e-05,5.41353522379543e-06,0.0541353522379543
"76","bonneau","40_100",0.0857407407407407,33.4388888888889,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,5.41898248559671e-05,3.25138949135803e-05,0.325138949135802
"77","boulogne","0_10",0.015,5.85,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,7.90291855400697e-06,7.90291855400697e-07,0.00790291855400697
"78","boulogne","10_20",0.00875,3.4125,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,4.99957705907313e-06,4.99957705907313e-07,0.00499957705907313
"79","boulogne","20_40",0.0025,0.975,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,1.46352019557823e-06,2.92704039115646e-07,0.00292704039115646
"80","boulogne","40_100",0.00142857142857143,0.557142857142857,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,8.88374022428919e-07,5.33024413457351e-07,0.00533024413457352
"81","bude","0_10",0.35,136.5,1.54,0.127279220613579,2,24.4,65.55,10.05,0,0.00021021,2.1021e-05,0.21021
"82","bude","10_20",0.225,87.75,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000128560552947595,1.28560552947595e-05,0.128560552947595
"83","bude","20_40",0.1,39,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,5.85408078231292e-05,1.17081615646258e-05,0.117081615646258
"84","bude","40_100",0.144444444444444,56.3333333333333,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,9.43583333333333e-05,5.6615e-05,0.56615
"85","burton","0_10",0.355,138.45,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,8.82487991666667e-05,8.82487991666667e-06,0.0882487991666667
"86","burton","10_20",0.1575,61.425,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,5.44171753125e-05,5.44171753125e-06,0.0544171753125
"87","burton","20_40",0.08375,32.6625,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,2.87839914375e-05,5.7567982875e-06,0.057567982875
"88","burton","40_100",0.0790909090909091,30.8454545454545,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,3.50173490082646e-05,2.10104094049587e-05,0.210104094049587
"89","caddo","0_10",0.0257142857142857,10.0285714285714,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,1.45869153061225e-05,1.45869153061225e-06,0.0145869153061225
"90","caddo","10_20",0.03,11.7,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,1.86264e-05,1.86264e-06,0.0186264
"91","caddo","20_40",0.0175,6.825,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,1.14713746875e-05,2.2942749375e-06,0.022942749375
"92","caddo","40_100",0.04875,19.0125,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,3.23623942382812e-05,1.94174365429687e-05,0.194174365429687
"93","cahaba","0_10",0.233333333333333,91,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,0.0001274,1.274e-05,0.1274
"94","cahaba","10_20",0.221428571428571,86.3571428571429,1.37,0.210069553241103,1,51.3,31.5,17.2,0,0.000118309285714286,1.18309285714286e-05,0.118309285714286
"95","cahaba","20_40",0.204,79.56,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,0.0001172184,2.344368e-05,0.2344368
"96","cahaba","40_100",0.170909090909091,66.6545454545455,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.000101714836363636,6.10289018181818e-05,0.610289018181818
"97","carnasaw","0_10",0.2575,100.425,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,0.00013820990625,1.3820990625e-05,0.13820990625
"98","carnasaw","10_20",0.2975,116.025,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,0.000166492974375,1.66492974375e-05,0.166492974375
"99","carnasaw","20_40",0.493333333333333,192.4,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,0.00026290391111111,5.25807822222221e-05,0.525807822222221
"100","carnasaw","40_100",0.32,124.8,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,0.000182745874285714,0.000109647524571428,1.09647524571428
"101","cartecay","0_10",0.1,39,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,5.26861236933798e-05,5.26861236933798e-06,0.0526861236933798
"102","cartecay","10_20",0.0625,24.375,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,3.57112647076652e-05,3.57112647076652e-06,0.0357112647076652
"103","cartecay","20_40",0.025,9.75,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,1.46352019557823e-05,2.92704039115646e-06,0.0292704039115646
"104","cartecay","40_100",0.03,11.7,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,1.86558544710073e-05,1.11935126826044e-05,0.111935126826044
"105","cashiers","0_10",0.28,109.2,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,0.000135719454634146,1.35719454634146e-05,0.135719454634146
"106","cashiers","10_20",0.175,68.25,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,9.99915411814626e-05,9.99915411814626e-06,0.0999915411814626
"107","cashiers","20_40",0.07,27.3,1.04,0.215883238671701,1,59.3,23,17.7,9,2.583672e-05,5.167344e-06,0.05167344
"108","cashiers","40_100",0.025,9.75,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,1.18145625e-05,7.0887375e-06,0.070887375
"109","cataula","0_10",0.48,187.2,1.39,0.246635757280942,1,66.2,18.5,15.3,4,0.00024979968,2.4979968e-05,0.24979968
"110","cataula","10_20",0.29,113.1,1.72,0.210069553241103,1,68,18,14,11,0.00017313348,1.7313348e-05,0.17313348
"111","cataula","20_40",0.14,54.6,1.51,0.215883238671701,1,36.7,13.5,49.8,4,7.914816e-05,1.5829632e-05,0.15829632
"112","cataula","40_100",0.17,66.3,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,9.712066e-05,5.8272396e-05,0.58272396
"113","cecil","0_10",0.317575757575758,123.854545454545,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,0.000184355628434724,1.84355628434724e-05,0.184355628434724
"114","cecil","10_20",0.187777777777778,73.2333333333333,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,0.000113837799111111,1.13837799111111e-05,0.113837799111111
"115","cecil","20_40",0.165909090909091,64.7045454545455,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,9.75636704545452e-05,1.95127340909091e-05,0.195127340909091
"116","cecil","40_100",0.118059701492537,46.0432835820896,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,6.73826316890547e-05,4.04295790134328e-05,0.404295790134328
"117","chandler","0_10",0.33,128.7,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,0.00013561408238676,1.3561408238676e-05,0.13561408238676
"118","chandler","10_20",0.16,62.4,1.62,0.210069553241103,1,65,22,13,47,5.357664e-05,5.357664e-06,0.05357664
"119","chandler","20_40",0.08,31.2,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,4.2149381632653e-05,8.4298763265306e-06,0.084298763265306
"120","chandler","40_100",0.1525,59.475,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,9.66463793750002e-05,5.79878276250001e-05,0.579878276250001
"121","chestnut","0_10",2.44666666666667,954.2,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.00125038221157375,0.000125038221157375,1.25038221157375
"122","chestnut","10_20",1.38333333333333,539.5,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000790409325529657,7.90409325529657e-05,0.790409325529657
"123","chestnut","20_40",0.32,124.8,1.13,0.215883238671701,1,42.05,37.05,20.9,10,0.0001269216,2.538432e-05,0.2538432
"124","chestnut","40_100",0.0966666666666667,37.7,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,5.37539166666667e-05,3.225235e-05,0.3225235
"125","chewacla","0_10",0.321428571428571,125.357142857143,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,0.000167675028061225,1.67675028061225e-05,0.167675028061225
"126","chewacla","10_20",0.12,46.8,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,7.02980985803574e-05,7.02980985803574e-06,0.0702980985803574
"127","chewacla","20_40",0.145,56.55,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,8.076471e-05,1.6152942e-05,0.16152942
"128","chewacla","40_100",0.0864285714285714,33.7071428571429,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,5.14258642857142e-05,3.08555185714285e-05,0.308555185714285
"129","clarksville","0_10",0.274023668639053,106.869230769231,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,0.000143022694751308,1.43022694751308e-05,0.143022694751308
"130","clarksville","10_20",0.145588235294118,56.7794117647059,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,8.55150315014832e-05,8.55150315014832e-06,0.0855150315014832
"131","clarksville","20_40",0.135956284153005,53.0229508196721,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,7.85895967225505e-05,1.57179193445101e-05,0.157179193445101
"132","clarksville","40_100",0.18783203125,73.2544921875,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.000147868885346375,8.87213312078247e-05,0.887213312078247
"133","clebit","0_10",0.14,54.6,1.48,0.246635757280942,1,57.1,28.5,14.4,10,7.27272e-05,7.27272e-06,0.0727272
"134","clebit","10_20",0.095,37.05,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,5.42811223556511e-05,5.42811223556511e-06,0.0542811223556511
"135","clebit","20_40",0.05,19.5,1.51,0.215883238671701,1,56.5,30,13.5,14,2.53227e-05,5.06454e-06,0.0506454
"136","clebit","40_100",0.05,19.5,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,3.0069963757928e-05,1.80419782547568e-05,0.180419782547568
"137","clifton","0_10",0.745,290.55,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,0.000334382061696429,3.34382061696429e-05,0.334382061696429
"138","clifton","10_20",0.496666666666667,193.7,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.00029043378,2.9043378e-05,0.29043378
"139","clifton","20_40",0.44625,174.0375,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.000241397989218751,4.82795978437501e-05,0.482795978437501
"140","clifton","40_100",0.274545454545455,107.072727272727,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.000141067344793388,8.46404068760331e-05,0.846404068760331
"141","congaree","0_10",0.2,78,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00010268258664191,1.0268258664191e-05,0.10268258664191
"142","congaree","10_20",0.2,78,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,0.000117752258928572,1.17752258928572e-05,0.117752258928572
"143","congaree","20_40",0.145,56.55,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,8.2826367201388e-05,1.65652734402776e-05,0.165652734402776
"144","congaree","40_100",0.09,35.1,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,5.59675634130219e-05,3.35805380478131e-05,0.335805380478131
"145","cowarts","0_10",0.195833333333333,76.375,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,0.000112007119791667,1.12007119791667e-05,0.112007119791667
"146","cowarts","10_20",0.09,35.1,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,5.594589e-05,5.594589e-06,0.05594589
"147","cowarts","20_40",0.11,42.9,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,6.74833342857142e-05,1.34966668571428e-05,0.134966668571428
"148","cowarts","40_100",0.104864864864865,40.8972972972973,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,6.76308534599466e-05,4.0578512075968e-05,0.40578512075968
"149","cowee","0_10",0.12,46.8,1.33,0.246635757280942,1,67.2,20.6,12.2,20,4.97952e-05,4.97952e-06,0.0497952
