"soil_name","horizon","ca_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","ca_g_m2","total_ca_horizon"
"esto","40_100",0.00360869565217391,1.59451747615447,0.19649269329816,0,44.1565217391304,8.68695652173913,53.5130434782609,0,0.00575412828351396,0.34525
"evard","0_10",0.0072,1.3509262485482,0.246635757280942,0,49.9,28.7,21.4,6,0.00914306885017422,0.09143
"evard","10_20",0.0085,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0124531589749807,0.12453
"evard","20_40",0.0098,1.49,0.215883238671701,1,40.6,32.8,26.6,4,0.01401792,0.28036
"evard","40_100",0.0099,1.555,0.0636396103067893,2,42.05,26.35,31.6,4,0.01477872,0.88672
"evergreen","0_10",0.00153333333333333,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.00201854657501191,0.02019
"evergreen","10_20",0.00153333333333333,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00224645220725142,0.02246
"evergreen","20_40",0.00153333333333333,1.50104635443921,0.215883238671701,0,56.1333333333333,4.9,4.2,0,0.00230160441014012,0.04603
"evergreen","40_100",0.0021,1.59451747615447,0.19649269329816,0,44.9,1.45,1.75,0,0.00334848669992439,0.20091
"fannin","0_10",0.142433333333333,1.19,0.212132034355964,2,40.3833333333333,29.0833333333333,21.1,4.5,0.161868361666667,1.61868
"fannin","10_20",0.1945,1.305,0.0212132034355964,2,61.55,18.7,19.75,13.5,0.2195564625,2.19556
"fannin","20_40",0.01328,1.3075,0.0590903263374528,4,48.36,17.68,33.96,2.8,0.0168774192,0.33755
"fannin","40_100",0.0113578947368421,1.35818181818182,0.124082084268292,11,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,0.0140296193805087,0.84178
"forestdale","0_10",5.30454545454545,1.595,0.141539158303748,4,14.2272727272727,52.6,33.1636363636364,0,8.46075,84.6075
"forestdale","10_20",5.544,1.5096443452381,0.210069553241103,0,12.8125,52.2875,34.9,0,8.36946825000003,83.69468
"forestdale","20_40",4.83907692307692,1.686,0.133341666406266,5,9.60769230769231,52.8,37.5923076923077,0,8.15868369230769,163.17367
"forestdale","40_100",5.90421052631579,1.70538461538462,0.08471672253412,13,12.1447368421053,44.3947368421053,43.4631578947368,0,10.0689497975709,604.13699
"foxworth","0_10",0.0303444444444444,1.3509262485482,0.246635757280942,0,44.8055555555556,3.75,1.8,0,0.0409931064976126,0.40993
"foxworth","10_20",0.0160888888888889,1.5096443452381,0.210069553241103,0,78.3222222222222,3.52222222222222,1.74444444444444,0,0.0242885001322752,0.24289
"foxworth","20_40",0.028875,1.50104635443921,0.215883238671701,0,58.0875,4.1625,1.8125,0,0.0433427134844322,0.86685
"foxworth","40_100",0.01468,1.795,0.00707106781186548,2,69.3025641025641,3.5325,2.055,0,0.0263506,1.58104
"fuquay","0_10",0.911472727272727,1.43,0.246635757280942,1,75.1590909090909,12.25,4.24090909090909,3.04545454545455,1.26371136272727,12.63711
"fuquay","10_20",0.0845076923076923,1.805,0.106066017177982,2,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,0.143853544260355,1.43854
"fuquay","20_40",0.146853333333333,1.69,0.215883238671701,1,65.6533333333333,11.1866666666667,5.38666666666667,7.2,0.230313019733333,4.60626
"fuquay","40_100",0.0530264150943396,1.704,0.045752959831396,10,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,0.088771501499466,5.32629
"glenmora","0_10",0.1038,1.42,0.246635757280942,1,43.3,50.9,5.8,0,0.147396,1.47396
"glenmora","10_20",0.074,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.108415736958655,1.08416
"glenmora","20_40",0.0442,1.59,0.215883238671701,1,35.7,52.1,12.2,1,0.06957522,1.3915
"glenmora","40_100",0.0158,1.635,0.0353553390593273,2,30.15,51.2,18.65,2,0.02531634,1.51898
"goldsboro","0_10",0.00755555555555556,1.38,0.246635757280942,1,64.5333333333333,28.7,10,0,0.0104266666666667,0.10427
"goldsboro","10_20",0.4984,1.5096443452381,0.210069553241103,0,74.78,18.88,6.34,0.2,0.750901928183336,7.50902
"goldsboro","20_40",0.225766666666667,1.55,0.062449979983984,3,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,0.349355102777778,6.9871
"goldsboro","40_100",0.083936,1.668,0.0396232255123179,5,56.004,22.38,21.62,0.2,0.139725237504,8.38351
"greenville","0_10",0.175709090909091,1.765,0.109498858441538,6,64.2727272727273,17.5272727272727,20.4818181818182,0,0.310126545454545,3.10127
"greenville","10_20",0.0658,1.69,0.0707106781186548,2,51.3,24.32,24.38,0,0.111202,1.11202
"greenville","20_40",0.24192,1.6375,0.0747854072854935,8,45.08,16.9333333333333,40.22,0,0.396144,7.92288
"greenville","40_100",0.22052,1.62611111111111,0.0825433140406324,18,41.9485714285714,14.68,43.0828571428571,0,0.358590022222222,21.5154
"guyton","0_10",1.2848,1.4525,0.097082439194738,4,29.45,54.3666666666667,15.9666666666667,0,1.866172,18.66172
"guyton","10_20",5.48,1.655,0.120208152801713,2,20.65,59.5,19.85,0,9.0694,90.694
"guyton","20_40",1.49808,1.58,0.0724568837309472,5,21.06,64.76,14.18,0,2.3669664,47.33933
"guyton","40_100",1.60615,1.646,0.135088448391744,10,19.3916666666667,57.5333333333333,23.075,0.25,2.63711359275,158.22682
"gwinnett","0_10",0,1.3509262485482,0.246635757280942,0,48.6333333333333,31,20.3666666666667,0,0,NA
"gwinnett","10_20",0,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0,NA
"gwinnett","20_40",0,1.50104635443921,0.215883238671701,0,26,35.6,38.4,0,0,NA
"gwinnett","40_100",0,1.59451747615447,0.19649269329816,0,37.55,20.75,41.7,0,0,NA
"hard labor","0_10",0,1.3509262485482,0.246635757280942,0,75.3,17.9,6.8,0,0,NA
"hard labor","10_20",0,1.5096443452381,0.210069553241103,0,79.9,15.3,4.8,0,0,NA
"hard labor","20_40",0,1.50104635443921,0.215883238671701,0,75.9,18.1,6,0,0,NA
"hard labor","40_100",0,1.59451747615447,0.19649269329816,0,36.75,14,49.25,0,0,NA
"harleston","0_10",0,1.28,0.246635757280942,1,67.8333333333333,27.5666666666667,4.6,0.333333333333333,0,NA
"harleston","10_20",0,1.49,0.210069553241103,1,44.5,45,10.5,2,0,NA
"harleston","20_40",0,1.565,0.0494974746830584,2,53.45,34.9,11.65,0.25,0,NA
"harleston","40_100",0,1.7,0.03,3,55.775,27.2375,16.9875,0.375,0,NA
"helena","0_10",0.0095,1.3509262485482,0.246635757280942,0,76.75,32.45,11.3,0,0.0128337993612079,0.12834
"helena","10_20",0.00605,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00886371903513331,0.08864
"helena","20_40",0.0026,1.50104635443921,0.215883238671701,0,27.4,31.6,17.75,0,0.00390272052154195,0.07805
"helena","40_100",0.0052,1.59451747615447,0.19649269329816,0,21.875,20.575,48.175,0,0.00829149087600324,0.49749
"hemphill","0_10",0.2533,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.333455117902511,3.33455
"hemphill","10_20",0.2533,1.53,0.15556349186104,2,26.3,37.2,36.5,0,0.387549,3.87549
"hemphill","20_40",0.2782,1.64,0.215883238671701,1,8.8,33.8,57.4,0,0.456248,9.12496
"hemphill","40_100",0.105228571428571,1.45571428571429,0.11355720186425,7,35.5857142857143,35.3142857142857,29.1,0,0.153182734693878,9.19096
"hiwassee","0_10",0.0546,1.60333333333333,0.159457413332421,6,31.3769230769231,29.2,39.4230769230769,1.46153846153846,0.0862625399999998,0.86263
"hiwassee","10_20",0.0508,1.645,0.0881286937760152,4,57.1,22.525,20.375,3.25,0.080850105,0.8085
"hiwassee","20_40",0.0467733333333333,1.625,0.0808879295250975,8,23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,0.0751452577777778,1.50291
"hiwassee","40_100",0.0248307692307692,1.56769230769231,0.0953199739608516,13,22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,0.0385976235593992,2.31586
"hurricane","0_10",0.0287894736842105,1.3509262485482,0.246635757280942,0,46.3666666666667,3.52631578947368,1.56315789473684,0,0.0388924556818876,0.38892
"hurricane","10_20",0.00117142857142857,1.5096443452381,0.210069553241103,0,62.3428571428571,3.44285714285714,1.3,0,0.00176844051870749,0.01768
"hurricane","20_40",0.00181818181818182,1.50104635443921,0.215883238671701,0,56.68,4.65454545454545,1.80909090909091,0,0.00272917518988947,0.05458
"hurricane","40_100",0.000748837209302326,1.59451747615447,0.19649269329816,0,51.8738095238095,3.25581395348837,1.62790697674419,0,0.0011940340170273,0.07164
"kingsferry","0_10",6e-04,1.3509262485482,0.246635757280942,0,46.6,4.3,1.1,0,0.00081055574912892,0.00811
"kingsferry","10_20",0.001,1.5096443452381,0.210069553241103,0,55.8,3.6,1.3,0,0.0015096443452381,0.0151
"kingsferry","20_40",0.0012,1.50104635443921,0.215883238671701,0,32.4,5.5,1.4,0,0.00180125562532705,0.03603
"kingsferry","40_100",0.00056,1.59451747615447,0.19649269329816,0,67.22,4.6,2.52,0,0.000892929786646503,0.05358
"kinston","0_10",0.131,1.3509262485482,0.246635757280942,0,1.3,40.6,46.3,0,0.176971338559814,1.76971
"kinston","10_20",0.162,1.5096443452381,0.210069553241103,0,21.1,33.7,29.3,0,0.244562383928572,2.44562
"kinston","20_40",0.15735,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.230463817491395,4.60928
"kinston","40_100",0.1527,1.59451747615447,0.19649269329816,0,41.05,34.15,32.7,0,0.243482818608788,14.60897
"kolin","0_10",0.98,1.435,0.0494974746830584,2,33.9333333333333,57.8666666666667,8.2,0,1.4063,14.063
"kolin","10_20",1.2259,1.53,0.210069553241103,1,23.1,64.6,12.3,0,1.875627,18.75627
"kolin","20_40",1.1568,1.56,0.215883238671701,1,26.8666666666667,57.1333333333333,16,0.333333333333333,1.79859264,35.97185
"kolin","40_100",2.50390909090909,1.706,0.105261578935526,5,20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545,4.2483688968595,254.90213
"lakeland","0_10",0.0234631578947368,1.3509262485482,0.246635757280942,0,65.7052631578947,4.18421052631579,2.32631578947368,0,0.0316969958738309,0.31697
"lakeland","10_20",0.00525714285714286,1.5096443452381,0.210069553241103,0,42.3857142857143,5.55714285714286,2.45714285714286,0,0.00793641598639458,0.07936
"lakeland","20_40",0.00495555555555556,1.50104635443921,0.215883238671701,0,63.5625,4.87777777777778,3.25555555555556,0,0.00743851860088764,0.14877
"lakeland","40_100",0.00217777777777778,1.59451747615447,0.19649269329816,0,75.0088888888889,4.51333333333333,3.22888888888889,0,0.00347250472584751,0.20835
"latonia","0_10",0.0452,1.51,0.246635757280942,1,58.7,36,5.3,1,0.06756948,0.67569
"latonia","10_20",0.0445,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.0651959499278401,0.65196
"latonia","20_40",0.0438,1.58,0,2,52.95,35.9,11.15,0,0.069204,1.38408
"latonia","40_100",0.0231333333333333,1.65333333333333,0.0305505046330388,3,51.3666666666667,32.7333333333333,15.9,0.666666666666667,0.0379921303703703,2.27953
"leadvale","0_10",0.0396461538461538,1.3509262485482,0.246635757280942,0,23.6461538461538,63.9,12.4615384615385,0,0.0535590298847494,0.53559
"leadvale","10_20",0.0243333333333333,1.5096443452381,0.210069553241103,0,21.3333333333333,63.6666666666667,15,0,0.0367346790674604,0.36735
"leadvale","20_40",0.0235333333333333,1.50104635443921,0.215883238671701,0,15.575,62.75,21.6833333333333,0,0.0353246242078027,0.70649
"leadvale","40_100",0.0161034482758621,1.59451747615447,0.19649269329816,0,16.4655172413793,55.3344827586207,28.2034482758621,0,0.0256772297022116,1.54063
"leefield","0_10",0.0153666666666667,1.3509262485482,0.246635757280942,0,38.7666666666667,8.31666666666667,5.63333333333333,0,0.0207592333526907,0.20759
"leefield","10_20",0.0454,1.5096443452381,0.210069553241103,0,56.58,7.98,5.02,0,0.0685378532738097,0.68538
"leefield","20_40",0.0036,1.50104635443921,0.215883238671701,0,33.8571428571429,10.7875,5.25,0,0.00540376687598116,0.10808
"leefield","40_100",0.00632222222222222,1.59451747615447,0.19649269329816,0,52.0571428571429,8.46111111111111,11.4777777777778,0,0.0100808938214655,0.60485
"lenoir","0_10",12.16,1.41,0,2,14.0333333333333,52.6333333333333,33.3333333333333,0,17.1456,171.456
"lenoir","10_20",20.57,1.61,0.210069553241103,1,6,45.2,48.8,0,33.1177,331.177
"lenoir","20_40",7.71,1.47,0.215883238671701,1,16.5,48.55,34.95,0,11.3337,226.674
"lenoir","40_100",8.52428571428571,1.486,0.0702139587261679,5,7.74285714285714,46.4714285714286,45.7857142857143,0,12.6670885714286,760.02531
"leon","0_10",0.462008333333333,1.05,0.29698484809835,2,50.95,8.12916666666667,1.325,0,0.48510875,4.85109
"leon","10_20",0.00865,1.5096443452381,0.210069553241103,0,68.85,4.9125,0.6125,0,0.0130584235863096,0.13058
"leon","20_40",0.00142142857142857,1.47666666666667,0.21594752448994,3,64.9035714285714,3.72142857142857,1.00357142857143,0,0.0020989761904762,0.04198
"leon","40_100",0.00104197530864198,1.45,0.321403173599764,3,64.0475,4.40740740740741,2.3,0,0.00151086419753086,0.09065
"lexington","0_10",1.5772,1.3509262485482,0.246635757280942,0,19.16,67.86,12.98,0,2.13068087921022,21.30681
"lexington","10_20",0.11,1.5096443452381,0.210069553241103,0,6.45,65.45,28.1,0,0.166060877976191,1.66061
"lexington","20_40",0.717,1.50104635443921,0.215883238671701,0,7.825,59.825,32.35,0,1.07625023613291,21.525
"lexington","40_100",0.2986,1.59451747615447,0.19649269329816,0,24.5272727272727,52.9818181818182,22.4909090909091,0,0.476122918379725,28.56738
"lily","0_10",5.85002608695652,1.39333333333333,0.300222139978605,3,43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087,8.05889419780716,80.58894
"lily","10_20",1.08162790697674,1.35833333333333,0.128127540625217,6,43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488,1.43641024517757,14.3641
"lily","20_40",1.40665833333333,1.55875,0.122408858222878,8,41.4625,39.3395833333333,19.1958333333333,1.6875,2.15562806815755,43.11256
"lily","40_100",1.09251538461538,1.65714285714286,0.112552795914326,14,51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615,1.78730114374472,107.23807
"lloyd","0_10",1.9975,1.415,0.558614357137373,2,58.725,20.675,20.6,7.25,2.62154396875,26.21544
"lloyd","10_20",0.0905,1.51,0.210069553241103,1,50.65,24.05,25.3,11,0.12162295,1.21623
"lloyd","20_40",0.8066,1.57,0.254558441227157,2,35.6,20.6571428571429,43.7428571428571,2.42857142857143,1.23560749428571,24.71215
"lloyd","40_100",0.59568,1.558,0.228516957795259,5,33.81,23.39,42.8,1.7,0.91229225952,54.73754
"louisburg","0_10",0,1.3509262485482,0.246635757280942,0,65.2,27.8,7,0,0,NA
"louisburg","10_20",0,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0,NA
"louisburg","20_40",0,1.50104635443921,0.215883238671701,0,60.2,30.9,8.9,0,0,NA
"louisburg","40_100",0,1.59451747615447,0.19649269329816,0,62.4,24.6333333333333,12.9666666666667,0,0,NA
"lucy","0_10",0.5218,1.3509262485482,0.246635757280942,0,71.9,7.88571428571429,4.21428571428571,1.85714285714286,0.691822069186162,6.91822
"lucy","10_20",0.0297,1.58,0.210069553241103,1,73.3,5.65,5.45,0,0.046926,0.46926
"lucy","20_40",0.0217142857142857,1.50104635443921,0.215883238671701,0,59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143,0.0325475863400933,0.65095
"lucy","40_100",0.0864363636363636,1.616,0.0512835256198323,5,61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455,0.139617672198347,8.37706
"lynchburg","0_10",0.0118,1.33,0.29698484809835,2,52.36,27.4,10.38,0,0.015694,0.15694
"lynchburg","10_20",0.01028,1.7,0.0565685424949239,2,74.02,21.9,7.8,0,0.017476,0.17476
"lynchburg","20_40",0.00164,1.71,0.0989949493661167,2,56.32,18.9,9.27,0,0.0028044,0.05609
"lynchburg","40_100",0.00265882352941176,1.816,0.0931665175908169,5,61.5529411764706,16.3294117647059,17.8058823529412,0,0.00482842352941176,0.28971
"madison","0_10",4.62864,1.35,0.306104557300279,3,59.84,19.96,20.2,4.4,5.973722784,59.73723
"madison","10_20",1.19136666666667,1.765,0.0212132034355964,2,49.45,21.5666666666667,28.9833333333333,4.5,2.00813786916667,20.08138
"madison","20_40",0.751,1.47666666666667,0.0929157324317756,3,37.65,18.1333333333333,44.2166666666667,0.833333333333333,1.09973519444445,21.9947
"madison","40_100",0.59345,1.46444444444444,0.07650344945019,9,41.00625,17.0875,41.90625,0.25,0.866901869166664,52.01411
"malbis","0_10",0.0188444444444444,1.58666666666667,0.108750478926148,6,60.0388888888889,31.9444444444444,6.41666666666667,1,0.0296008533333334,0.29601
"malbis","10_20",0.2549375,1.63857142857143,0.162729691147474,7,58.26875,33.7875,7.23125,1.5,0.411467304017857,4.11467
"malbis","20_40",0.137361904761905,1.67,0.0616441400296898,9,53.3095238095238,31.7619047619048,17.0047619047619,1.57142857142857,0.225789612108844,4.51579
"malbis","40_100",0.10090985915493,1.72321428571429,0.0730830867310459,28,45.630985915493,29.369014084507,24.5154929577465,1.74647887323944,0.170852370788109,10.25114
"mantachie","0_10",2.7291,1.55,0.0294392028877595,4,44.425,31.2083333333333,24.375,0.583333333333333,4.2054293875,42.05429
"mantachie","10_20",1.285975,1.635,0.0777817459305201,2,43.1125,35.275,21.6125,1.5,2.071030588125,20.71031
"mantachie","20_40",1.15432727272727,1.595,0.106160256216722,6,54.4727272727273,27.8909090909091,17.6363636363636,1.45454545454545,1.81437160727273,36.28743
"mantachie","40_100",0.47999375,1.61384615384615,0.12692113440627,13,56.19375,24.603125,19.203125,1.5,0.763016526298075,45.78099
"mascotte","0_10",0.0197,1.3509262485482,0.246635757280942,0,33.05,6,2.4,0,0.0266132470963995,0.26613
"mascotte","10_20",0.0052,1.5096443452381,0.210069553241103,0,63.6,4,2.7,0,0.00785015059523812,0.0785
"mascotte","20_40",0.0021,1.50104635443921,0.215883238671701,0,28.05,4.6,1.15,0,0.00315219734432234,0.06304
"mascotte","40_100",0.00208,1.59451747615447,0.19649269329816,0,42.5555555555556,5.32,11.36,0,0.0033165963504013,0.199
"mattex","0_10",0.0984,1.24,0.246635757280942,1,11.5,58,30.5,0,0.122016,1.22016
"mattex","10_20",0.1046,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.153247109268586,1.53247
"mattex","20_40",0.1108,1.47,0.0565685424949239,2,23.3,46.25,30.45,0.5,0.16206162,3.24123
"mattex","40_100",0.011,1.715,0.0212132034355964,2,46.3,37.35,16.35,2,0.0184877,1.10926
"mclaurin","0_10",0.0116,1.4,0.246635757280942,1,53.2,40.6,6.2,0,0.01624,0.1624
"mclaurin","10_20",0.0042,1.59,0.210069553241103,1,56.9,39,4.1,0,0.006678,0.06678
"mclaurin","20_40",0.006,1.62,0.215883238671701,1,50.4,39.5,10.1,0,0.00972,0.1944
"mclaurin","40_100",0.009,1.6,0.19649269329816,1,46.7,38.3,15,0,0.0144,0.864
"mecklenburg","0_10",0.0985333333333333,1.61,0.0424264068711927,2,39.8333333333333,28.6,31.5666666666667,1.66666666666667,0.155994688888889,1.55995
"mecklenburg","10_20",0,1.5096443452381,0.210069553241103,0,40.7,33.9,25.4,0,0,NA
"mecklenburg","20_40",0.0622,1.41,0.215883238671701,1,21.2,21.15,57.65,0,0.087702,1.75404
"mecklenburg","40_100",0.0872,1.346,0.146901327427631,5,25.36,33.84,40.8,0.1,0.1172538288,7.03523
"meggett","0_10",0.0317,1.37,0.113137084989848,2,69.0333333333333,21.7166666666667,8.13333333333333,0,0.043429,0.43429
"meggett","10_20",0.0274666666666667,1.515,0.0494974746830584,2,62.7,22.3666666666667,8.2,0,0.041612,0.41612
"meggett","20_40",0.0645333333333333,1.7,0.0565685424949239,2,48.25,18.65,20.8166666666667,0,0.109706666666667,2.19413
"meggett","40_100",0.292728571428571,1.75,0.0707106781186548,5,46.3285714285714,18.75,42.9642857142857,0.857142857142857,0.507884071428572,30.47304
"moko","0_10",20.7068071428571,1.29,0.246635757280942,1,29.2196428571429,44.3776785714286,26.4017857142857,0.267857142857143,26.6402318003189,266.40232
"moko","10_20",13.0684070175439,1.37,0.210069553241103,1,32.4105263157895,40.5157894736842,27.0754385964912,0.508771929824561,17.8126285244198,178.12629
"moko","20_40",19.07646,1.52,0.215883238671701,1,29.99,42.65,27.356,0.66,28.80484415328,576.09688
"moko","40_100",14.21415,1.47,0.19649269329816,1,46.1,33.075,20.825,0,20.8948005,1253.68803
"mollville","0_10",0.0768,1.335,0.388908729652601,2,39.7333333333333,46.3,13.9666666666667,0,0.102528,1.02528
"mollville","10_20",0.031,1.57,0.0282842712474619,2,61.9,28,10.1,0,0.04867,0.4867
"mollville","20_40",0.06325,1.7125,0.199895806192459,4,46.525,37.225,16.25,0,0.108315625,2.16631
"mollville","40_100",0.0416222222222222,1.65777777777778,0.158727579344122,9,49.4555555555556,31.0111111111111,19.5333333333333,0.111111111111111,0.0689237279561043,4.13542
"nikwasi","0_10",0.003,0.96,0.246635757280942,1,70,17.5,12.5,0,0.00288,0.0288
"nikwasi","10_20",0.0025,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00366269381617079,0.03663
"nikwasi","20_40",0.002,1.24,0.215883238671701,1,80.1,13.6,6.3,5,0.002356,0.04712
"nikwasi","40_100",0.0018,1.325,0.00707106781186548,2,92.6666666666667,4.66666666666667,2.66666666666667,34,0.0015741,0.09445
"nixa","0_10",2.09465714285714,1.3509262485482,0.246635757280942,0,21.9785714285714,68.2535714285714,9.75714285714286,2.39285714285714,2.76201598379053,27.62016
"nixa","10_20",1.4886,1.5096443452381,0.210069553241103,0,19.2875,70.8875,9.8375,4.9375,2.13629827906307,21.36298
"nixa","20_40",1.23206451612903,1.50104635443921,0.215883238671701,0,22.6,66.0774193548387,11.3322580645161,2.41935483870968,1.80464274189271,36.09285
"nixa","40_100",1.47529655172414,1.96,0.212132034355964,2,22.3758620689655,47.9954022988506,29.6310344827586,1.64367816091954,2.84405295200951,170.64318
"noark","0_10",2.59186046511628,1.3509262485482,0.246635757280942,0,17.9860465116279,71.5581395348837,10.4581395348837,0,3.50141233489993,35.01412
"noark","10_20",0.815,1.5096443452381,0.210069553241103,0,16.5272727272727,73.5045454545455,9.95909090909091,0,1.23036014136905,12.3036
"noark","20_40",0.70792,1.50104635443921,0.215883238671701,0,14.056,67.232,18.718,0.74,1.05475734179387,21.09515
"noark","40_100",1.03764912280702,1.44,0.19649269329816,1,13.0622807017544,38.480701754386,48.4605263157895,0.771929824561403,1.48268044764543,88.96083
"norfolk","0_10",1.31161538461538,1.735,0.0443471156521669,4,76.7230769230769,13.1,4.5,0.153846153846154,2.27215168816568,22.72152
"norfolk","10_20",0.151938461538462,1.72,0.0565685424949239,2,82.6230769230769,12.0153846153846,4.52307692307692,0,0.261334153846154,2.61334
"norfolk","20_40",0.113878260869565,1.774,0.0622896460095898,5,68.3,13.5086956521739,10.9565217391304,0.260869565217391,0.201493025996219,4.02986
"norfolk","40_100",0.250658620689655,1.70833333333333,0.0649207661873529,18,63.2137931034483,11.4120689655172,25.4137931034483,0.413793103448276,0.426436579865239,25.58619
"ocilla","0_10",0.0218,1.3509262485482,0.246635757280942,0,64.4272727272727,8.90909090909091,2.93636363636364,0,0.0294501922183508,0.2945
"ocilla","10_20",0.0162666666666667,1.5096443452381,0.210069553241103,0,52.4,6.6,3.4,0,0.0245568813492064,0.24557
"ocilla","20_40",0.0037,1.50104635443921,0.215883238671701,0,55.2416666666667,8.175,3.31666666666667,0,0.00555387151142508,0.11108
"ocilla","40_100",0.00635789473684211,1.59451747615447,0.19649269329816,0,51.8027777777778,9.11842105263158,12.9078947368421,0,0.0101377742694453,0.60827
"olustee","0_10",0.00715,1.3509262485482,0.246635757280942,0,36.025,7.75,2.225,0,0.00965912267711963,0.09659
"olustee","10_20",0.004255,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00623390487512269,0.06234
"olustee","20_40",0.00136,1.50104635443921,0.215883238671701,0,46.86,5.4,3.1,0,0.00204142304203733,0.04083
"olustee","40_100",0.00214545454545455,1.59451747615447,0.19649269329816,0,52.8818181818182,5.21818181818182,9.81818181818182,0,0.00342096476702232,0.20526
"orangeburg","0_10",0.466207692307692,1.76333333333333,0.185022521151706,3,69.8076923076923,13.1230769230769,7.66538461538462,0.192307692307692,0.820498641863904,8.20499
"orangeburg","10_20",0.291147368421053,1.83,0.210069553241103,1,68.4473684210526,12.0947368421053,8.32631578947368,0.842105263157895,0.528312950027701,5.28313
"orangeburg","20_40",0.230274285714286,1.73111111111111,0.0964940988408675,9,66.3588235294118,13.4114285714286,14.8342857142857,0.257142857142857,0.39760532506848,7.95211
