"soil_name","horizon","mg_per","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","mg_g_m2","total_mg_horizon"
"cowee","0_10",0.0024,1.33,0.246635757280942,1,67.2,20.6,12.2,20,2.5536e-07,0
"cowee","10_20",0.00582,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.5267512040456e-07,1e-05
"cowee","20_40",0.00924,1.64,0.215883238671701,1,62.8,18.6,18.6,17,1.2577488e-06,3e-05
"cowee","40_100",0.00816,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,1.219512e-06,7e-05
"craggey","0_10",0.00711,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,5.038857e-07,1e-05
"craggey","10_20",1.1506,1.04,0.210069553241103,1,71.85,20.6,7.55,21,9.4533296e-05,0.00095
"craggey","20_40",8e-05,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,6.18213333333334e-09,0
"craggey","40_100",NA,1.59451747615447,0.19649269329816,NA,68.1,23.5,8.4,20,NA,NA
"craven","0_10",0.00228,1.45,0.014142135623731,2,23.3,67.2,9.5,NA,3.306e-07,0
"craven","10_20",0.00024,1.62,0.210069553241103,1,25.9,63.9,10.2,NA,3.888e-08,0
"craven","20_40",0.00352,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,NA,5.57333333333332e-07,1e-05
"craven","40_100",0.01128,1.588,0.0402492235949962,5,15.24,38.26,46.5,NA,1.791264e-06,0.00011
"cullasaja","0_10",0.37274,0.925,0.0353553390593273,2,58.7,29,12.3,57,1.48257335e-05,0.00015
"cullasaja","10_20",0.009,0.84,0.210069553241103,1,55.3,23.7,21,51,3.7044e-07,0
"cullasaja","20_40",0.13128,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,9.28878933333335e-06,0.00019
"cullasaja","40_100",0.4548,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,2.89408731428572e-05,0.00174
"davidson","0_10",0.695474285714286,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,0.000109474607314286,0.00109
"davidson","10_20",0.62472,1.5096443452381,0.210069553241103,NA,30.9333333333333,34.0333333333333,30.7,1.33333333333333,9.30530281819051e-05,0.00093
"davidson","20_40",0.0384733333333333,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,6.00959878888889e-06,0.00012
"davidson","40_100",0.346728571428571,1.57666666666667,0.104626319187223,6,27.2,16.3357142857143,56.4642857142857,0.785714285714286,5.42380074387756e-05,0.00325
"dorovan","0_10",0.0018,1.3509262485482,0.246635757280942,NA,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,2.36959815327485e-07,0
"dorovan","10_20",0.0018,1.5096443452381,0.210069553241103,NA,21,0.1,17.9,NA,2.71735982142858e-07,0
"dorovan","20_40",0.0015,1.50104635443921,0.215883238671701,NA,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,2.19698586741082e-07,0
"dorovan","40_100",0.0012,1.59451747615447,0.19649269329816,NA,65.3,0.8,22.2,NA,1.91342097138536e-07,1e-05
"dothan","0_10",1.7071975,1.405,0.346482322781408,2,74.3809523809524,14.13125,7.63125,1.8125,0.000235513763616406,0.00236
"dothan","10_20",0.371332380952381,1.65666666666667,0.124525767079214,6,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,6.01698738264552e-05,6e-04
"dothan","20_40",0.27691593220339,1.778,0.0834865258589673,5,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,4.78003082928354e-05,0.00096
"dothan","40_100",0.162928148148148,1.636,0.068677992593455,25,55.375,12.6240740740741,27.6231481481481,3.31481481481481,2.57714796552538e-05,0.00155
"duplin","0_10",0.00252,1.3509262485482,0.246635757280942,NA,37.2,23.2,9.4,NA,3.40433414634146e-07,0
"duplin","10_20",0.006,1.5096443452381,0.210069553241103,NA,7.3,17.8,12,NA,9.0578660714286e-07,1e-05
"duplin","20_40",0.004,1.50104635443921,0.215883238671701,NA,52.9333333333333,21.7666666666667,24.9333333333333,NA,6.00418541775684e-07,1e-05
"duplin","40_100",0.01008,1.59451747615447,0.19649269329816,NA,38.5,18.2857142857143,49.5714285714286,NA,1.60727361596371e-06,1e-04
"edneyville","0_10",0.0036,0.82,0.246635757280942,1,32.7,38.7,28.6,5,2.8044e-07,0
"edneyville","10_20",0.00408,1.19,0.210069553241103,1,36.5,34.2,29.3,2,4.758096e-07,0
"edneyville","20_40",0.002568,1.50104635443921,0.215883238671701,NA,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,3.76123980500733e-07,1e-05
"edneyville","40_100",0.001056,1.075,0.0493288286231624,4,66.5,24.24,9.26,0.6,1.1283888e-07,1e-05
"enon","0_10",0.00822,1.07,0.246635757280942,1,60.1,29.95,9.95,27.5,6.376665e-07,1e-05
"enon","10_20",0.01656,1.48,0.210069553241103,1,46.3,40.6,13.1,29,1.7401248e-06,2e-05
"enon","20_40",0.0405,1.52,0.215883238671701,1,30.75,19.9,49.35,8,5.66352e-06,0.00011
"enon","40_100",1.78066285714286,1.76333333333333,0.0873689494805411,3,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,0.000305916182987755,0.01835
"escambia","0_10",0.00064,1.3509262485482,0.246635757280942,NA,60.7333333333333,29.2666666666667,7.6,NA,8.64592799070848e-08,0
"escambia","10_20",0.00042,1.33,0.210069553241103,1,48.525,31.9,6.7,0.5,5.55807e-08,0
"escambia","20_40",NA,1.7,0.215883238671701,1,49.56,29.92,9.44,0.6,NA,NA
"escambia","40_100",0.000664615384615385,1.78,0.0282842712474619,2,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,1.17573528994083e-07,1e-05
"estate","0_10",1.4069,1.3509262485482,0.246635757280942,NA,45.975,45.375,8.65,NA,0.000190061813908246,0.0019
"estate","10_20",1.1036,1.64,0.210069553241103,1,37.175,47.8,15.025,NA,0.0001809904,0.00181
"estate","20_40",2.44672,1.50104635443921,0.215883238671701,NA,23.96,49.14,26.9,NA,0.00036726401363335,0.00735
"estate","40_100",1.81966153846154,1.74,0.19649269329816,1,29.3923076923077,30,40.6076923076923,NA,0.000316621107692308,0.019
"esto","0_10",0.005268,1.3509262485482,0.246635757280942,NA,57.84,13.68,11.89,NA,7.11667947735192e-07,1e-05
"esto","10_20",0.00288,1.5096443452381,0.210069553241103,NA,38.78,18.04,21.58,NA,4.34777571428573e-07,0
"esto","20_40",0.00736363636363636,1.50104635443921,0.215883238671701,NA,38.5363636363636,13.2272727272727,39.6,NA,1.10531595190524e-06,2e-05
"esto","40_100",0.00636,1.59451747615447,0.19649269329816,NA,44.1565217391304,8.68695652173913,53.5130434782609,NA,1.01411311483424e-06,6e-05
"evard","0_10",0.00204,1.3509262485482,0.246635757280942,NA,49.9,28.7,21.4,6,2.59053617421603e-07,0
"evard","10_20",0.00234,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,3.42828141193586e-07,0
"evard","20_40",0.00264,1.49,0.215883238671701,1,40.6,32.8,26.6,4,3.776256e-07,1e-05
"evard","40_100",0.00348,1.555,0.0636396103067893,2,42.05,26.35,31.6,4,5.194944e-07,3e-05
"evergreen","0_10",0.00124,1.3509262485482,0.246635757280942,NA,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.63238983892268e-07,0
"evergreen","10_20",0.00124,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.81669613282071e-07,0
"evergreen","20_40",0.00124,1.50104635443921,0.215883238671701,NA,56.1333333333333,4.9,4.2,NA,1.86129747950462e-07,0
"evergreen","40_100",0.00104,1.59451747615447,0.19649269329816,NA,44.9,1.45,1.75,NA,1.65829817520065e-07,1e-05
"fannin","0_10",0.03416,1.19,0.212132034355964,2,40.3833333333333,29.0833333333333,21.1,4.5,3.8821132e-06,4e-05
"fannin","10_20",0.0877,1.305,0.0212132034355964,2,61.55,18.7,19.75,13.5,9.89979525e-06,1e-04
"fannin","20_40",0.00876,1.3075,0.0590903263374528,4,48.36,17.68,33.96,2.8,1.11329964e-06,2e-05
"fannin","40_100",0.154351578947368,1.35818181818182,0.124082084268292,11,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,1.90659796871317e-05,0.00114
"forestdale","0_10",1.71861818181818,1.595,0.141539158303748,4,14.2272727272727,52.6,33.1636363636364,NA,0.0002741196,0.00274
"forestdale","10_20",2.8945,1.5096443452381,0.210069553241103,NA,12.8125,52.2875,34.9,NA,0.000436966555729168,0.00437
"forestdale","20_40",2.58636923076923,1.686,0.133341666406266,5,9.60769230769231,52.8,37.5923076923077,NA,0.000436061852307692,0.00872
"forestdale","40_100",4.72423157894737,1.70538461538462,0.08471672253412,13,12.1447368421053,44.3947368421053,43.4631578947368,NA,0.000805663185425104,0.04834
"foxworth","0_10",0.00341111111111111,1.3509262485482,0.246635757280942,NA,44.8055555555556,3.75,1.8,NA,4.60815953671442e-07,0
"foxworth","10_20",0.0158488888888889,1.5096443452381,0.210069553241103,NA,78.3222222222222,3.52222222222222,1.74444444444444,NA,2.39261854894181e-06,2e-05
"foxworth","20_40",0.007725,1.50104635443921,0.215883238671701,NA,58.0875,4.1625,1.8125,NA,1.15955830880429e-06,2e-05
"foxworth","40_100",0.007725,1.795,0.00707106781186548,2,69.3025641025641,3.5325,2.055,NA,1.3866375e-06,8e-05
"fuquay","0_10",0.281825454545455,1.43,0.246635757280942,1,75.1590909090909,12.25,4.24090909090909,3.04545454545455,3.90736901454545e-05,0.00039
"fuquay","10_20",0.0363353846153846,1.805,0.106066017177982,2,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,6.18520482130178e-06,6e-05
"fuquay","20_40",0.082384,1.69,0.215883238671701,1,65.6533333333333,11.1866666666667,5.38666666666667,7.2,1.2920447488e-05,0.00026
"fuquay","40_100",0.0423275471698113,1.704,0.045752959831396,10,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,7.08605307443218e-06,0.00043
"glenmora","0_10",0.01224,1.42,0.246635757280942,1,43.3,50.9,5.8,NA,1.73808e-06,2e-05
"glenmora","10_20",0.0099,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.45042675120363e-06,1e-05
"glenmora","20_40",0.00756,1.59,0.215883238671701,1,35.7,52.1,12.2,1,1.1900196e-06,2e-05
"glenmora","40_100",0.009,1.635,0.0353553390593273,2,30.15,51.2,18.65,2,1.44207e-06,9e-05
"goldsboro","0_10",0.00352,1.38,0.246635757280942,1,64.5333333333333,28.7,10,NA,4.8576e-07,0
"goldsboro","10_20",0.04848,1.5096443452381,0.210069553241103,NA,74.78,18.88,6.34,0.2,7.30411827414288e-06,7e-05
"goldsboro","20_40",0.0519066666666667,1.55,0.062449979983984,3,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,8.03212411111111e-06,0.00016
"goldsboro","40_100",0.0207664,1.668,0.0396232255123179,5,56.004,22.38,21.62,0.2,3.45690784896e-06,0.00021
"greenville","0_10",0.0325418181818182,1.765,0.109498858441538,6,64.2727272727273,17.5272727272727,20.4818181818182,NA,5.74363090909091e-06,6e-05
"greenville","10_20",0.009096,1.69,0.0707106781186548,2,51.3,24.32,24.38,NA,1.537224e-06,2e-05
"greenville","20_40",0.10372,1.6375,0.0747854072854935,8,45.08,16.9333333333333,40.22,NA,1.698415e-05,0.00034
"greenville","40_100",0.0451565714285714,1.62611111111111,0.0825433140406324,18,41.9485714285714,14.68,43.0828571428571,NA,7.34296025396825e-06,0.00044
"guyton","0_10",0.381666666666667,1.4525,0.097082439194738,4,29.45,54.3666666666667,15.9666666666667,NA,5.54370833333333e-05,0.00055
"guyton","10_20",0.87,1.655,0.120208152801713,2,20.65,59.5,19.85,NA,0.000143985,0.00144
"guyton","20_40",0.2142,1.58,0.0724568837309472,5,21.06,64.76,14.18,NA,3.38436e-05,0.00068
"guyton","40_100",0.742866666666667,1.646,0.135088448391744,10,19.3916666666667,57.5333333333333,23.075,0.25,0.0001219701637,0.00732
"gwinnett","0_10",NA,1.3509262485482,0.246635757280942,NA,48.6333333333333,31,20.3666666666667,NA,NA,NA
"gwinnett","10_20",NA,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"gwinnett","20_40",NA,1.50104635443921,0.215883238671701,NA,26,35.6,38.4,NA,NA,NA
"gwinnett","40_100",NA,1.59451747615447,0.19649269329816,NA,37.55,20.75,41.7,NA,NA,NA
"hard labor","0_10",NA,1.3509262485482,0.246635757280942,NA,75.3,17.9,6.8,NA,NA,NA
"hard labor","10_20",NA,1.5096443452381,0.210069553241103,NA,79.9,15.3,4.8,NA,NA,NA
"hard labor","20_40",NA,1.50104635443921,0.215883238671701,NA,75.9,18.1,6,NA,NA,NA
"hard labor","40_100",NA,1.59451747615447,0.19649269329816,NA,36.75,14,49.25,NA,NA,NA
"harleston","0_10",NA,1.28,0.246635757280942,1,67.8333333333333,27.5666666666667,4.6,0.333333333333333,NA,NA
"harleston","10_20",NA,1.49,0.210069553241103,1,44.5,45,10.5,2,NA,NA
"harleston","20_40",NA,1.565,0.0494974746830584,2,53.45,34.9,11.65,0.25,NA,NA
"harleston","40_100",NA,1.7,0.03,3,55.775,27.2375,16.9875,0.375,NA,NA
"helena","0_10",0.00672,1.3509262485482,0.246635757280942,NA,76.75,32.45,11.3,NA,9.07822439024391e-07,1e-05
"helena","10_20",0.00414,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,6.06542095957883e-07,1e-05
"helena","20_40",0.00156,1.50104635443921,0.215883238671701,NA,27.4,31.6,17.75,NA,2.34163231292517e-07,0
"helena","40_100",0.00582,1.59451747615447,0.19649269329816,NA,21.875,20.575,48.175,NA,9.28009171121902e-07,6e-05
"hemphill","0_10",0.04398,1.3509262485482,0.246635757280942,NA,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,5.78971815450155e-06,6e-05
"hemphill","10_20",0.04398,1.53,0.15556349186104,2,26.3,37.2,36.5,NA,6.72894e-06,7e-05
"hemphill","20_40",0.05472,1.64,0.215883238671701,1,8.8,33.8,57.4,NA,8.97408e-06,0.00018
"hemphill","40_100",0.0318342857142857,1.45571428571429,0.11355720186425,7,35.5857142857143,35.3142857142857,29.1,NA,4.63416244897961e-06,0.00028
"hiwassee","0_10",0.0138830769230769,1.60333333333333,0.159457413332421,6,31.3769230769231,29.2,39.4230769230769,1.46153846153846,2.19338732307692e-06,2e-05
"hiwassee","10_20",0.0093,1.645,0.0881286937760152,4,57.1,22.525,20.375,3.25,1.480129875e-06,1e-05
"hiwassee","20_40",0.013552,1.625,0.0808879295250975,8,23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,2.17724173333333e-06,4e-05
"hiwassee","40_100",0.00803076923076923,1.56769230769231,0.0953199739608516,13,22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,1.24832462812927e-06,7e-05
"hurricane","0_10",0.0141305263157895,1.3509262485482,0.246635757280942,NA,46.3666666666667,3.52631578947368,1.56315789473684,NA,1.90892989058011e-06,2e-05
"hurricane","10_20",0.000274285714285714,1.5096443452381,0.210069553241103,NA,62.3428571428571,3.44285714285714,1.3,NA,4.14073877551022e-08,0
"hurricane","20_40",0.000436363636363636,1.50104635443921,0.215883238671701,NA,56.68,4.65454545454545,1.80909090909091,NA,6.55002045573474e-08,0
"hurricane","40_100",0.00412558139534884,1.59451747615447,0.19649269329816,NA,51.8738095238095,3.25581395348837,1.62790697674419,NA,6.57831163418147e-07,4e-05
"kingsferry","0_10",0.00048,1.3509262485482,0.246635757280942,NA,46.6,4.3,1.1,NA,6.48444599303136e-08,0
"kingsferry","10_20",0.00024,1.5096443452381,0.210069553241103,NA,55.8,3.6,1.3,NA,3.62314642857144e-08,0
"kingsferry","20_40",0.00048,1.50104635443921,0.215883238671701,NA,32.4,5.5,1.4,NA,7.20502250130821e-08,0
"kingsferry","40_100",0.00024,1.59451747615447,0.19649269329816,NA,67.22,4.6,2.52,NA,3.82684194277073e-08,0
"kinston","0_10",0.01428,1.3509262485482,0.246635757280942,NA,1.3,40.6,46.3,NA,1.92912268292683e-06,2e-05
"kinston","10_20",0.02064,1.5096443452381,0.210069553241103,NA,21.1,33.7,29.3,NA,3.11590592857144e-06,3e-05
"kinston","20_40",0.02064,1.50104635443921,0.215883238671701,NA,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,3.02305255355729e-06,6e-05
"kinston","40_100",0.02064,1.59451747615447,0.19649269329816,NA,41.05,34.15,32.7,NA,3.29108407078283e-06,2e-04
"kolin","0_10",0.136973333333333,1.435,0.0494974746830584,2,33.9333333333333,57.8666666666667,8.2,NA,1.96556733333333e-05,2e-04
"kolin","10_20",0.20714,1.53,0.210069553241103,1,23.1,64.6,12.3,NA,3.169242e-05,0.00032
"kolin","20_40",0.141013333333333,1.56,0.215883238671701,1,26.8666666666667,57.1333333333333,16,0.333333333333333,2.19247530666667e-05,0.00044
"kolin","40_100",0.877938181818182,1.706,0.105261578935526,5,20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545,0.000148959292433719,0.00894
"lakeland","0_10",0.00308421052631579,1.3509262485482,0.246635757280942,NA,65.7052631578947,4.18421052631579,2.32631578947368,NA,4.16654095604866e-07,0
"lakeland","10_20",0.000925714285714286,1.5096443452381,0.210069553241103,NA,42.3857142857143,5.55714285714286,2.45714285714286,NA,1.3974993367347e-07,0
"lakeland","20_40",0.000826666666666667,1.50104635443921,0.215883238671701,NA,63.5625,4.87777777777778,3.25555555555556,NA,1.24086498633641e-07,0
"lakeland","40_100",0.000557333333333333,1.59451747615447,0.19649269329816,NA,75.0088888888889,4.51333333333333,3.22888888888889,NA,8.88677740043425e-08,1e-05
"latonia","0_10",0.00516,1.51,0.246635757280942,1,58.7,36,5.3,1,7.713684e-07,1e-05
"latonia","10_20",0.00549,1.5096443452381,0.210069553241103,NA,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,8.04327562031106e-07,1e-05
"latonia","20_40",0.00582,1.58,NA,2,52.95,35.9,11.15,NA,9.1956e-07,2e-05
"latonia","40_100",0.01364,1.65333333333333,0.0305505046330388,3,51.3666666666667,32.7333333333333,15.9,0.666666666666667,2.24011235555555e-06,0.00013
"leadvale","0_10",0.00861230769230769,1.3509262485482,0.246635757280942,NA,23.6461538461538,63.9,12.4615384615385,NA,1.1634592522112e-06,1e-05
"leadvale","10_20",0.0076,1.5096443452381,0.210069553241103,NA,21.3333333333333,63.6666666666667,15,NA,1.14732970238096e-06,1e-05
"leadvale","20_40",0.0076,1.50104635443921,0.215883238671701,NA,15.575,62.75,21.6833333333333,NA,1.1407952293738e-06,2e-05
"leadvale","40_100",0.0147434482758621,1.59451747615447,0.19649269329816,NA,16.4655172413793,55.3344827586207,28.2034482758621,NA,2.35086859346416e-06,0.00014
"leefield","0_10",0.00238,1.3509262485482,0.246635757280942,NA,38.7666666666667,8.31666666666667,5.63333333333333,NA,3.21520447154472e-07,0
"leefield","10_20",0.003336,1.5096443452381,0.210069553241103,NA,56.58,7.98,5.02,NA,5.0361735357143e-07,1e-05
"leefield","20_40",0.00066,1.50104635443921,0.215883238671701,NA,33.8571428571429,10.7875,5.25,NA,9.90690593929879e-08,0
"leefield","40_100",0.00212666666666667,1.59451747615447,0.19649269329816,NA,52.0571428571429,8.46111111111111,11.4777777777778,NA,3.39100716595517e-07,2e-05
"lenoir","0_10",2.65333333333333,1.41,NA,2,14.0333333333333,52.6333333333333,33.3333333333333,NA,0.00037412,0.00374
"lenoir","10_20",2.27,1.61,0.210069553241103,1,6,45.2,48.8,NA,0.00036547,0.00365
