"soil_name","horizon","sand","silt","clay","frag","bulk_density","bulk_density_sd","n","n_per","n_g_m2","total_n_horizon"
"esto","40_100",44.1565217391304,8.68695652173913,53.5130434782609,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"evard","0_10",49.9,28.7,21.4,6,1.3509262485482,0.246635757280942,0,0.139,1.76512023635308e-05,0.00018
"evard","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.0905,1.32589516145383e-05,0.00013
"evard","20_40",40.6,32.8,26.6,4,1.49,0.215883238671701,1,0.042,6.00768e-06,0.00012
"evard","40_100",42.05,26.35,31.6,4,1.555,0.0636396103067893,2,0.015,2.2392e-06,0.00013
"evergreen","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA
"evergreen","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"evergreen","20_40",56.1333333333333,4.9,4.2,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"evergreen","40_100",44.9,1.45,1.75,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"fannin","0_10",40.3833333333333,29.0833333333333,21.1,4.5,1.19,0.212132034355964,2,0.452666666666667,5.14433033333333e-05,0.00051
"fannin","10_20",61.55,18.7,19.75,13.5,1.305,0.0212132034355964,2,0.056,6.32142e-06,6e-05
"fannin","20_40",48.36,17.68,33.96,2.8,1.3075,0.0590903263374528,4,0.0534,6.7865526e-06,0.00014
"fannin","40_100",62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,1.35818181818182,0.124082084268292,11,0.0270526315789474,3.34162389322589e-06,2e-04
"forestdale","0_10",14.2272727272727,52.6,33.1636363636364,0,1.595,0.141539158303748,4,0.095,1.51525e-05,0.00015
"forestdale","10_20",12.8125,52.2875,34.9,0,1.5096443452381,0.210069553241103,0,0.076,1.14732970238096e-05,0.00011
"forestdale","20_40",9.60769230769231,52.8,37.5923076923077,0,1.686,0.133341666406266,5,0.057,9.6102e-06,0.00019
"forestdale","40_100",12.1447368421053,44.3947368421053,43.4631578947368,0,1.70538461538462,0.08471672253412,13,0.0516666666666667,8.81115384615387e-06,0.00053
"foxworth","0_10",44.8055555555556,3.75,1.8,0,1.3509262485482,0.246635757280942,0,0.008,1.08074099883856e-06,1e-05
"foxworth","10_20",78.3222222222222,3.52222222222222,1.74444444444444,0,1.5096443452381,0.210069553241103,0,0.042,6.34050625000002e-06,6e-05
"foxworth","20_40",58.0875,4.1625,1.8125,0,1.50104635443921,0.215883238671701,0,0.026375,3.95900975983342e-06,8e-05
"foxworth","40_100",69.3025641025641,3.5325,2.055,0,1.795,0.00707106781186548,2,0.01075,1.929625e-06,0.00012
"fuquay","0_10",75.1590909090909,12.25,4.24090909090909,3.04545454545455,1.43,0.246635757280942,1,0.239583333333333,3.321703125e-05,0.00033
"fuquay","10_20",77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,1.805,0.106066017177982,2,0.0381,6.48558715384615e-06,6e-05
"fuquay","20_40",65.6533333333333,11.1866666666667,5.38666666666667,7.2,1.69,0.215883238671701,1,0.0204285714285714,3.20385371428571e-06,6e-05
"fuquay","40_100",67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,1.704,0.045752959831396,10,0.0174,2.91293334339623e-06,0.00017
"glenmora","0_10",43.3,50.9,5.8,0,1.42,0.246635757280942,1,0.085,1.207e-05,0.00012
"glenmora","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.058,8.49744965351623e-06,8e-05
"glenmora","20_40",35.7,52.1,12.2,1,1.59,0.215883238671701,1,0.031,4.87971e-06,1e-04
"glenmora","40_100",30.15,51.2,18.65,2,1.635,0.0353553390593273,2,0.0245,3.925635e-06,0.00024
"goldsboro","0_10",64.5333333333333,28.7,10,0,1.38,0.246635757280942,1,0.337,4.6506e-05,0.00047
"goldsboro","10_20",74.78,18.88,6.34,0.2,1.5096443452381,0.210069553241103,0,0.057,8.58776282232146e-06,9e-05
"goldsboro","20_40",61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,1.55,0.062449979983984,3,0.0195,3.0174625e-06,6e-05
"goldsboro","40_100",56.004,22.38,21.62,0.2,1.668,0.0396232255123179,5,0.0181666666666667,3.0241396e-06,0.00018
"greenville","0_10",64.2727272727273,17.5272727272727,20.4818181818182,0,1.765,0.109498858441538,6,0.094,1.6591e-05,0.00017
"greenville","10_20",51.3,24.32,24.38,0,1.69,0.0707106781186548,2,0.071,1.1999e-05,0.00012
"greenville","20_40",45.08,16.9333333333333,40.22,0,1.6375,0.0747854072854935,8,0.0255,4.175625e-06,8e-05
"greenville","40_100",41.9485714285714,14.68,43.0828571428571,0,1.62611111111111,0.0825433140406324,18,0.011,1.78872222222222e-06,0.00011
"guyton","0_10",29.45,54.3666666666667,15.9666666666667,0,1.4525,0.097082439194738,4,0.248,3.6022e-05,0.00036
"guyton","10_20",20.65,59.5,19.85,0,1.655,0.120208152801713,2,0.1045,1.729475e-05,0.00017
"guyton","20_40",21.06,64.76,14.18,0,1.58,0.0724568837309472,5,0.0492,7.7736e-06,0.00016
"guyton","40_100",19.3916666666667,57.5333333333333,23.075,0.25,1.646,0.135088448391744,10,0.0423,6.94517355e-06,0.00042
"gwinnett","0_10",48.6333333333333,31,20.3666666666667,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"gwinnett","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"gwinnett","20_40",26,35.6,38.4,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"gwinnett","40_100",37.55,20.75,41.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"hard labor","0_10",75.3,17.9,6.8,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"hard labor","10_20",79.9,15.3,4.8,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"hard labor","20_40",75.9,18.1,6,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"hard labor","40_100",36.75,14,49.25,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"harleston","0_10",67.8333333333333,27.5666666666667,4.6,0.333333333333333,1.28,0.246635757280942,1,NA,NA,NA
"harleston","10_20",44.5,45,10.5,2,1.49,0.210069553241103,1,NA,NA,NA
"harleston","20_40",53.45,34.9,11.65,0.25,1.565,0.0494974746830584,2,NA,NA,NA
"harleston","40_100",55.775,27.2375,16.9875,0.375,1.7,0.03,3,NA,NA,NA
"helena","0_10",76.75,32.45,11.3,0,1.3509262485482,0.246635757280942,0,0.044,5.94407549361208e-06,6e-05
"helena","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.04,5.86031010587326e-06,6e-05
"helena","20_40",27.4,31.6,17.75,0,1.50104635443921,0.215883238671701,0,0.036,5.40376687598116e-06,0.00011
"helena","40_100",21.875,20.575,48.175,0,1.59451747615447,0.19649269329816,0,0.045,7.17532864269512e-06,0.00043
"hemphill","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,0.2645,3.48199284189554e-05,0.00035
"hemphill","10_20",26.3,37.2,36.5,0,1.53,0.15556349186104,2,0.2645,4.04685e-05,4e-04
"hemphill","20_40",8.8,33.8,57.4,0,1.64,0.215883238671701,1,0.132,2.1648e-05,0.00043
"hemphill","40_100",35.5857142857143,35.3142857142857,29.1,0,1.45571428571429,0.11355720186425,7,0.0928,1.35090285714286e-05,0.00081
"hiwassee","0_10",31.3769230769231,29.2,39.4230769230769,1.46153846153846,1.60333333333333,0.159457413332421,6,0.1296,2.0475504e-05,2e-04
"hiwassee","10_20",57.1,22.525,20.375,3.25,1.645,0.0881286937760152,4,0.069,1.098160875e-05,0.00011
"hiwassee","20_40",23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,1.625,0.0808879295250975,8,0.0715384615384615,1.149325e-05,0.00023
"hiwassee","40_100",22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,1.56769230769231,0.0953199739608516,13,0.0418,6.49750577514794e-06,0.00039
"hurricane","0_10",46.3666666666667,3.52631578947368,1.56315789473684,0,1.3509262485482,0.246635757280942,0,0.072,9.72666898954704e-06,1e-04
"hurricane","10_20",62.3428571428571,3.44285714285714,1.3,0,1.5096443452381,0.210069553241103,0,0.0531666666666667,8.02627576884923e-06,8e-05
"hurricane","20_40",56.68,4.65454545454545,1.80909090909091,0,1.50104635443921,0.215883238671701,0,0.0343333333333333,5.15359248357462e-06,1e-04
"hurricane","40_100",51.8738095238095,3.25581395348837,1.62790697674419,0,1.59451747615447,0.19649269329816,0,0.0155,2.47150208803943e-06,0.00015
"kingsferry","0_10",46.6,4.3,1.1,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"kingsferry","10_20",55.8,3.6,1.3,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"kingsferry","20_40",32.4,5.5,1.4,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"kingsferry","40_100",67.22,4.6,2.52,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"kinston","0_10",1.3,40.6,46.3,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"kinston","10_20",21.1,33.7,29.3,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"kinston","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,NA,NA,NA
"kinston","40_100",41.05,34.15,32.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"kolin","0_10",33.9333333333333,57.8666666666667,8.2,0,1.435,0.0494974746830584,2,0.056,8.036e-06,8e-05
"kolin","10_20",23.1,64.6,12.3,0,1.53,0.210069553241103,1,0.038,5.814e-06,6e-05
"kolin","20_40",26.8666666666667,57.1333333333333,16,0.333333333333333,1.56,0.215883238671701,1,0.026,4.04248e-06,8e-05
"kolin","40_100",20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545,1.706,0.105261578935526,5,0.0388333333333333,6.58883048484849e-06,4e-04
"lakeland","0_10",65.7052631578947,4.18421052631579,2.32631578947368,0,1.3509262485482,0.246635757280942,0,0.0145,1.95884306039489e-06,2e-05
"lakeland","10_20",42.3857142857143,5.55714285714286,2.45714285714286,0,1.5096443452381,0.210069553241103,0,0.0214285714285714,3.23495216836736e-06,3e-05
"lakeland","20_40",63.5625,4.87777777777778,3.25555555555556,0,1.50104635443921,0.215883238671701,0,0.0283571428571429,4.25653859080262e-06,9e-05
"lakeland","40_100",75.0088888888889,4.51333333333333,3.22888888888889,0,1.59451747615447,0.19649269329816,0,0.0352857142857143,5.62636880871649e-06,0.00034
"latonia","0_10",58.7,36,5.3,1,1.51,0.246635757280942,1,0.099,1.479951e-05,0.00015
"latonia","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.05925,8.68058434432477e-06,9e-05
"latonia","20_40",52.95,35.9,11.15,0,1.58,0,2,0.0195,3.081e-06,6e-05
"latonia","40_100",51.3666666666667,32.7333333333333,15.9,0.666666666666667,1.65333333333333,0.0305505046330388,3,0.0133333333333333,2.18974814814814e-06,0.00013
"leadvale","0_10",23.6461538461538,63.9,12.4615384615385,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"leadvale","10_20",21.3333333333333,63.6666666666667,15,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"leadvale","20_40",15.575,62.75,21.6833333333333,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"leadvale","40_100",16.4655172413793,55.3344827586207,28.2034482758621,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"leefield","0_10",38.7666666666667,8.31666666666667,5.63333333333333,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"leefield","10_20",56.58,7.98,5.02,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"leefield","20_40",33.8571428571429,10.7875,5.25,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"leefield","40_100",52.0571428571429,8.46111111111111,11.4777777777778,0,1.59451747615447,0.19649269329816,0,0.0175,2.79040558327032e-06,0.00017
"lenoir","0_10",14.0333333333333,52.6333333333333,33.3333333333333,0,1.41,0,2,0.229,3.2289e-05,0.00032
"lenoir","10_20",6,45.2,48.8,0,1.61,0.210069553241103,1,0.176,2.8336e-05,0.00028
"lenoir","20_40",16.5,48.55,34.95,0,1.47,0.215883238671701,1,0.094,1.3818e-05,0.00028
"lenoir","40_100",7.74285714285714,46.4714285714286,45.7857142857143,0,1.486,0.0702139587261679,5,0.112,1.66432e-05,0.001
"leon","0_10",50.95,8.12916666666667,1.325,0,1.05,0.29698484809835,2,0.513,5.3865e-05,0.00054
"leon","10_20",68.85,4.9125,0.6125,0,1.5096443452381,0.210069553241103,0,0.022,3.32121755952382e-06,3e-05
"leon","20_40",64.9035714285714,3.72142857142857,1.00357142857143,0,1.47666666666667,0.21594752448994,3,0.049,7.23566666666668e-06,0.00014
"leon","40_100",64.0475,4.40740740740741,2.3,0,1.45,0.321403173599764,3,0.031,4.495e-06,0.00027
"lexington","0_10",19.16,67.86,12.98,0,1.3509262485482,0.246635757280942,0,0.2225,3.00581090301975e-05,3e-04
"lexington","10_20",6.45,65.45,28.1,0,1.5096443452381,0.210069553241103,0,0.16675,2.51733194568453e-05,0.00025
"lexington","20_40",7.825,59.825,32.35,0,1.50104635443921,0.215883238671701,0,0.111,1.66616145342752e-05,0.00033
"lexington","40_100",24.5272727272727,52.9818181818182,22.4909090909091,0,1.59451747615447,0.19649269329816,0,0.0316666666666667,5.04930534115582e-06,3e-04
"lily","0_10",43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087,1.39333333333333,0.300222139978605,3,0.8766,0.000120758891478261,0.00121
"lily","10_20",43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488,1.35833333333333,0.128127540625217,6,0.113,1.50064875968992e-05,0.00015
"lily","20_40",41.4625,39.3395833333333,19.1958333333333,1.6875,1.55875,0.122408858222878,8,0.0546666666666667,8.37737197916667e-06,0.00017
"lily","40_100",51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615,1.65714285714286,0.112552795914326,14,0.0272666666666667,4.46069183150184e-06,0.00027
"lloyd","0_10",58.725,20.675,20.6,7.25,1.415,0.558614357137373,2,0.219666666666667,2.88293279166667e-05,0.00029
"lloyd","10_20",50.65,24.05,25.3,11,1.51,0.210069553241103,1,0.122,1.639558e-05,0.00016
"lloyd","20_40",35.6,20.6571428571429,43.7428571428571,2.42857142857143,1.57,0.254558441227157,2,0.0801666666666667,1.22805026190476e-05,0.00025
"lloyd","40_100",33.81,23.39,42.8,1.7,1.558,0.228516957795259,5,0.0397368421052632,6.085753e-06,0.00037
"louisburg","0_10",65.2,27.8,7,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"louisburg","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"louisburg","20_40",60.2,30.9,8.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"louisburg","40_100",62.4,24.6333333333333,12.9666666666667,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"lucy","0_10",71.9,7.88571428571429,4.21428571428571,1.85714285714286,1.3509262485482,0.246635757280942,0,0.07,9.28086332752613e-06,9e-05
"lucy","10_20",73.3,5.65,5.45,0,1.58,0.210069553241103,1,0.037,5.846e-06,6e-05
"lucy","20_40",59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143,1.50104635443921,0.215883238671701,0,0.03,4.49670600751289e-06,9e-05
"lucy","40_100",61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455,1.616,0.0512835256198323,5,0.0146666666666667,2.369056e-06,0.00014
"lynchburg","0_10",52.36,27.4,10.38,0,1.33,0.29698484809835,2,NA,NA,NA
"lynchburg","10_20",74.02,21.9,7.8,0,1.7,0.0565685424949239,2,NA,NA,NA
"lynchburg","20_40",56.32,18.9,9.27,0,1.71,0.0989949493661167,2,NA,NA,NA
"lynchburg","40_100",61.5529411764706,16.3294117647059,17.8058823529412,0,1.816,0.0931665175908169,5,NA,NA,NA
"madison","0_10",59.84,19.96,20.2,4.4,1.35,0.306104557300279,3,0.27275,3.5201115e-05,0.00035
"madison","10_20",49.45,21.5666666666667,28.9833333333333,4.5,1.765,0.0212132034355964,2,0.08525,1.4369526875e-05,0.00014
"madison","20_40",37.65,18.1333333333333,44.2166666666667,0.833333333333333,1.47666666666667,0.0929157324317756,3,0.05075,7.43163263888891e-06,0.00015
"madison","40_100",41.00625,17.0875,41.90625,0.25,1.46444444444444,0.07650344945019,9,0.0398888888888889,5.82690240740739e-06,0.00035
"malbis","0_10",60.0388888888889,31.9444444444444,6.41666666666667,1,1.58666666666667,0.108750478926148,6,0.0556666666666667,8.74412000000002e-06,9e-05
"malbis","10_20",58.26875,33.7875,7.23125,1.5,1.63857142857143,0.162729691147474,7,0.0391818181818182,6.32391746753247e-06,6e-05
"malbis","20_40",53.3095238095238,31.7619047619048,17.0047619047619,1.57142857142857,1.67,0.0616441400296898,9,0.0203636363636364,3.34728727272727e-06,7e-05
"malbis","40_100",45.630985915493,29.369014084507,24.5154929577465,1.74647887323944,1.72321428571429,0.0730830867310459,28,0.0189,3.19999436619719e-06,0.00019
"mantachie","0_10",44.425,31.2083333333333,24.375,0.583333333333333,1.55,0.0294392028877595,4,0.289428571428571,4.45997369047619e-05,0.00045
"mantachie","10_20",43.1125,35.275,21.6125,1.5,1.635,0.0777817459305201,2,0.0946666666666667,1.524583e-05,0.00015
"mantachie","20_40",54.4727272727273,27.8909090909091,17.6363636363636,1.45454545454545,1.595,0.106160256216722,6,0.0541666666666667,8.51391666666667e-06,0.00017
"mantachie","40_100",56.19375,24.603125,19.203125,1.5,1.61384615384615,0.12692113440627,13,0.0412777777777778,6.5616743162393e-06,0.00039
"mascotte","0_10",33.05,6,2.4,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"mascotte","10_20",63.6,4,2.7,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"mascotte","20_40",28.05,4.6,1.15,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"mascotte","40_100",42.5555555555556,5.32,11.36,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"mattex","0_10",11.5,58,30.5,0,1.24,0.246635757280942,1,0.2,2.48e-05,0.00025
"mattex","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.16275,2.38441367432718e-05,0.00024
"mattex","20_40",23.3,46.25,30.45,0.5,1.47,0.0565685424949239,2,0.1255,1.83562575e-05,0.00037
"mattex","40_100",46.3,37.35,16.35,2,1.715,0.0212132034355964,2,0.035,5.88245e-06,0.00035
"mclaurin","0_10",53.2,40.6,6.2,0,1.4,0.246635757280942,1,0.064,8.96e-06,9e-05
"mclaurin","10_20",56.9,39,4.1,0,1.59,0.210069553241103,1,0.038,6.042e-06,6e-05
"mclaurin","20_40",50.4,39.5,10.1,0,1.62,0.215883238671701,1,0.02,3.24e-06,6e-05
"mclaurin","40_100",46.7,38.3,15,0,1.6,0.19649269329816,1,0.012,1.92e-06,0.00012
"mecklenburg","0_10",39.8333333333333,28.6,31.5666666666667,1.66666666666667,1.61,0.0424264068711927,2,0.136,2.15310666666667e-05,0.00022
"mecklenburg","10_20",40.7,33.9,25.4,0,1.5096443452381,0.210069553241103,0,0.108,1.63041589285715e-05,0.00016
"mecklenburg","20_40",21.2,21.15,57.65,0,1.41,0.215883238671701,1,0.08,1.128e-05,0.00023
"mecklenburg","40_100",25.36,33.84,40.8,0.1,1.346,0.146901327427631,5,0.04625,6.21902475e-06,0.00037
"meggett","0_10",69.0333333333333,21.7166666666667,8.13333333333333,0,1.37,0.113137084989848,2,0.0895,1.22615e-05,0.00012
"meggett","10_20",62.7,22.3666666666667,8.2,0,1.515,0.0494974746830584,2,0.055,8.3325e-06,8e-05
"meggett","20_40",48.25,18.65,20.8166666666667,0,1.7,0.0565685424949239,2,0.0565,9.605e-06,0.00019
"meggett","40_100",46.3285714285714,18.75,42.9642857142857,0.857142857142857,1.75,0.0707106781186548,5,0.085,1.47475e-05,0.00088
"moko","0_10",29.2196428571429,44.3776785714286,26.4017857142857,0.267857142857143,1.29,0.246635757280942,1,NA,NA,NA
"moko","10_20",32.4105263157895,40.5157894736842,27.0754385964912,0.508771929824561,1.37,0.210069553241103,1,NA,NA,NA
"moko","20_40",29.99,42.65,27.356,0.66,1.52,0.215883238671701,1,NA,NA,NA
"moko","40_100",46.1,33.075,20.825,0,1.47,0.19649269329816,1,NA,NA,NA
"mollville","0_10",39.7333333333333,46.3,13.9666666666667,0,1.335,0.388908729652601,2,0.288,3.8448e-05,0.00038
"mollville","10_20",61.9,28,10.1,0,1.57,0.0282842712474619,2,0.085,1.3345e-05,0.00013
"mollville","20_40",46.525,37.225,16.25,0,1.7125,0.199895806192459,4,0.043,7.36375e-06,0.00015
"mollville","40_100",49.4555555555556,31.0111111111111,19.5333333333333,0.111111111111111,1.65777777777778,0.158727579344122,9,0.043,7.12052395061729e-06,0.00043
"nikwasi","0_10",70,17.5,12.5,0,0.96,0.246635757280942,1,0.309,2.9664e-05,3e-04
"nikwasi","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,0.2025,2.96678199109834e-05,3e-04
"nikwasi","20_40",80.1,13.6,6.3,5,1.24,0.215883238671701,1,0.096,1.13088e-05,0.00023
"nikwasi","40_100",92.6666666666667,4.66666666666667,2.66666666666667,34,1.325,0.00707106781186548,2,0.074,6.4713e-06,0.00039
"nixa","0_10",21.9785714285714,68.2535714285714,9.75714285714286,2.39285714285714,1.3509262485482,0.246635757280942,0,NA,NA,NA
"nixa","10_20",19.2875,70.8875,9.8375,4.9375,1.5096443452381,0.210069553241103,0,NA,NA,NA
"nixa","20_40",22.6,66.0774193548387,11.3322580645161,2.41935483870968,1.50104635443921,0.215883238671701,0,NA,NA,NA
"nixa","40_100",22.3758620689655,47.9954022988506,29.6310344827586,1.64367816091954,1.96,0.212132034355964,2,NA,NA,NA
"noark","0_10",17.9860465116279,71.5581395348837,10.4581395348837,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"noark","10_20",16.5272727272727,73.5045454545455,9.95909090909091,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"noark","20_40",14.056,67.232,18.718,0.74,1.50104635443921,0.215883238671701,0,NA,NA,NA
"noark","40_100",13.0622807017544,38.480701754386,48.4605263157895,0.771929824561403,1.44,0.19649269329816,1,NA,NA,NA
"norfolk","0_10",76.7230769230769,13.1,4.5,0.153846153846154,1.735,0.0443471156521669,4,0.0875,1.51578942307692e-05,0.00015
"norfolk","10_20",82.6230769230769,12.0153846153846,4.52307692307692,0,1.72,0.0565685424949239,2,0.0345,5.934e-06,6e-05
"norfolk","20_40",68.3,13.5086956521739,10.9565217391304,0.260869565217391,1.774,0.0622896460095898,5,0.0241666666666667,4.27598275362319e-06,9e-05
"norfolk","40_100",63.2137931034483,11.4120689655172,25.4137931034483,0.413793103448276,1.70833333333333,0.0649207661873529,18,0.0154285714285714,2.62480788177339e-06,0.00016
"ocilla","0_10",64.4272727272727,8.90909090909091,2.93636363636364,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"ocilla","10_20",52.4,6.6,3.4,0,1.5096443452381,0.210069553241103,0,NA,NA,NA
"ocilla","20_40",55.2416666666667,8.175,3.31666666666667,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"ocilla","40_100",51.8027777777778,9.11842105263158,12.9078947368421,0,1.59451747615447,0.19649269329816,0,0.018,2.87013145707805e-06,0.00017
"olustee","0_10",36.025,7.75,2.225,0,1.3509262485482,0.246635757280942,0,NA,NA,NA
"olustee","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA
"olustee","20_40",46.86,5.4,3.1,0,1.50104635443921,0.215883238671701,0,NA,NA,NA
"olustee","40_100",52.8818181818182,5.21818181818182,9.81818181818182,0,1.59451747615447,0.19649269329816,0,NA,NA,NA
"orangeburg","0_10",69.8076923076923,13.1230769230769,7.66538461538462,0.192307692307692,1.76333333333333,0.185022521151706,3,0.0602,1.05948526923077e-05,0.00011
"orangeburg","10_20",68.4473684210526,12.0947368421053,8.32631578947368,0.842105263157895,1.83,0.210069553241103,1,0.0305,5.53449789473684e-06,6e-05
"orangeburg","20_40",66.3588235294118,13.4114285714286,14.8342857142857,0.257142857142857,1.73111111111111,0.0964940988408675,9,0.0263333333333333,4.54687049735449e-06,9e-05
"orangeburg","40_100",56.6493670886076,10.6625,26.32125,0.575,1.683125,0.0878421880419653,16,0.0198846153846154,3.32758505829327e-06,2e-04
