"soil_name","horizon","c_g_cm3","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","c_g_m2","total_c_horizon"
"acadia","0_10",NA,1.4,0.246635757280942,1,58.5,36.4,5.1,2,NA,NA
"acadia","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"acadia","20_40",NA,1.62,0.215883238671701,1,40.9,37.5,21.6,2,NA,NA
"acadia","40_100",NA,1.81,0.05,3,35.8333333333333,33.0333333333333,31.1333333333333,1.66666666666667,NA,NA
"albany","0_10",1.045,1.6,0.246635757280942,1,46.4333333333333,7.40555555555556,2.86666666666667,0.0555555555555556,1.67107111111111,16.71071
"albany","10_20",0.65,1.5096443452381,0.210069553241103,0,45.6285714285714,5.97142857142857,2.24285714285714,0,0.981268824404765,9.81269
"albany","20_40",0.255,1.69,0.014142135623731,2,57.1647058823529,7.74444444444444,2.60555555555556,0.0555555555555556,0.430710583333333,8.61421
"albany","40_100",0.0466666666666667,1.74666666666667,0.0956382071489562,6,53.5452830188679,6.73962264150943,2.40754716981132,0.0754716981132075,0.0814495932914048,4.88698
"allanton","0_10",NA,1.3509262485482,0.246635757280942,0,21.2,6.2,7.8,0,NA,NA
"allanton","10_20",NA,1.5096443452381,0.210069553241103,0,95.2,6.5,2,0,NA,NA
"allanton","20_40",NA,1.50104635443921,0.215883238671701,0,17.25,8.15,3.05,0,NA,NA
"allanton","40_100",NA,1.59451747615447,0.19649269329816,0,68.1,7,2.68,0,NA,NA
"angelina","0_10",1.4,1.53,0.246635757280942,1,30.2,40.5,29.3,0,2.142,21.42
"angelina","10_20",1.065,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.56030756568876,15.60308
"angelina","20_40",0.73,1.81,0.215883238671701,1,16.6,42.1,41.3,0,1.3213,26.426
"angelina","40_100",0.383333333333333,1.69666666666667,0.0550757054728611,3,52.5333333333333,22.9666666666667,24.5,0,0.65038888888889,39.02333
"appling","0_10",1.63,1.3509262485482,0.246635757280942,0,65.0666666666667,21.1333333333333,12.6,4,2.11392939372822,21.13929
"appling","10_20",0.48,1.5096443452381,0.210069553241103,0,31.175,38.425,15.125,0,0.724629285714288,7.24629
"appling","20_40",0.34,1.50104635443921,0.215883238671701,0,36.8,20.6,42.6,0,0.510355760509331,10.20712
"appling","40_100",0.2,1.31,0.19649269329816,1,42.0181818181818,25.5,32.9090909090909,2.72727272727273,0.254854545454545,15.29127
"arkana","0_10",NA,1.3509262485482,0.246635757280942,0,26.26875,54.1375,19.6,0,NA,NA
"arkana","10_20",NA,1.5096443452381,0.210069553241103,0,26.5285714285714,49.4571428571429,24.0142857142857,0,NA,NA
"arkana","20_40",NA,1.50104635443921,0.215883238671701,0,19.9578947368421,39.3421052631579,40.6947368421053,0,NA,NA
"arkana","40_100",NA,1.59451747615447,0.19649269329816,0,11.5108108108108,26.2378378378378,62.2378378378378,0,NA,NA
"ashe","0_10",NA,1.26,0.246635757280942,1,48.7666666666667,35.2333333333333,16,6.33333333333333,NA,NA
"ashe","10_20",NA,1.5096443452381,0.210069553241103,0,49.2,36.75,14.05,2,NA,NA
"ashe","20_40",NA,1.58,0.215883238671701,1,63.5,22.7,13.8,1,NA,NA
"ashe","40_100",NA,1.79,0.19649269329816,1,59.06,27.64,13.3,8,NA,NA
"ashlar","0_10",NA,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,NA,NA
"ashlar","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"ashlar","20_40",NA,1.57,0.215883238671701,1,74.2,20.1,5.7,14,NA,NA
"ashlar","40_100",NA,1.55,0.19649269329816,1,75.2,19.4,5.4,30,NA,NA
"attoyac","0_10",0.68,1.63,0.226274169979695,2,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,1.10470533333333,11.04705
"attoyac","10_20",0.51,1.585,0.134350288425444,2,72.75,24.25,3,1,0.8002665,8.00266
"attoyac","20_40",0.965,1.648,0.122351951353462,5,61.2333333333333,30.45,8.31666666666667,0.333333333333333,1.58501893333333,31.70038
"attoyac","40_100",0.163333333333333,1.7775,0.0337003603202442,8,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,0.289797136363636,17.38783
"bayboro","0_10",NA,1.3509262485482,0.246635757280942,0,44.8,20.4,34.8,0,NA,NA
"bayboro","10_20",NA,1.5096443452381,0.210069553241103,0,36,31.2666666666667,32.7333333333333,0,NA,NA
"bayboro","20_40",NA,1.50104635443921,0.215883238671701,0,31.95,32.85,35.2,0,NA,NA
"bayboro","40_100",NA,1.59451747615447,0.19649269329816,0,26.6666666666667,24.5,48.8333333333333,0,NA,NA
"beauregard","0_10",NA,1.39,0.246635757280942,1,39.1833333333333,55.1333333333333,5.68333333333333,1.16666666666667,NA,NA
"beauregard","10_20",NA,1.6,0.210069553241103,1,36.0666666666667,54.7,9.23333333333333,1,NA,NA
"beauregard","20_40",NA,1.62,0.215883238671701,1,30.8166666666667,52.3666666666667,16.8166666666667,1,NA,NA
"beauregard","40_100",NA,1.70666666666667,0.0850490054811538,3,27.90625,52.375,19.71875,1.25,NA,NA
"benndale","0_10",NA,1.53,0.246635757280942,1,71.4,18.95,9.65,0.5,NA,NA
"benndale","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"benndale","20_40",NA,1.63,0.215883238671701,1,64.15,20.1,15.75,0,NA,NA
"benndale","40_100",NA,1.69,0.0173205080756888,3,69.12,17.16,13.72,0.6,NA,NA
"bernaldo","0_10",2.82333333333333,1.3509262485482,0.246635757280942,0,62.0666666666667,35.5,2.43333333333333,0,3.81411510840108,38.14115
"bernaldo","10_20",0.34,1.44,0.210069553241103,1,52.3,42.1,5.6,0,0.4896,4.896
"bernaldo","20_40",0.1775,1.51,0.0800000000000001,3,56.625,37.875,5.5,0,0.268025,5.3605
"bernaldo","40_100",0.184285714285714,1.67142857142857,0.0817370930542087,7,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,0.307580379008746,18.45482
"besner","0_10",1.4,1.24,0.246635757280942,1,66,31.2,2.8,0,1.736,17.36
"besner","10_20",0.8075,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.18305010262317,11.8305
"besner","20_40",0.215,1.47,0.014142135623731,2,65.45,31.85,2.7,0,0.31605,6.321
"besner","40_100",0.088,1.688,0.148895936814945,5,61.6,35.62,2.78,0,0.148544,8.91264
"bethera","0_10",2.78,1.27,0.246635757280942,1,48.9,54.65,31.7,0,3.5306,35.306
"bethera","10_20",2.135,1.5096443452381,0.210069553241103,0,6.8,51.5,24.3,0,3.22309067708334,32.23091
"bethera","20_40",1.49,1.34,0.215883238671701,1,46.1,49.95,38.55,0,1.9966,39.932
"bethera","40_100",0.27,1.74,0.19649269329816,1,15.5666666666667,30.1,53.9,0,0.4698,28.188
"betis","0_10",0.48,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.631892840873293,6.31893
"betis","10_20",0.48,1.5096443452381,0.210069553241103,0,90.85,7.35,1.8,0,0.724629285714288,7.24629
"betis","20_40",0.2675,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,0.401529899812489,8.0306
"betis","40_100",0.055,1.72,0.19649269329816,1,86.76,9.2,4.04,0,0.0946,5.676
"bibb","0_10",4.47333333333333,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,6.04314341850561,60.43143
"bibb","10_20",3.07,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,4.63460813988097,46.34608
"bibb","20_40",1.66666666666667,1.14,0.215883238671701,1,61.52,27.56,10.88,0,1.9,38
"bibb","40_100",1.00666666666667,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,1.3864216,83.1853
"blanton","0_10",1.64,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,2.378,23.78
"blanton","10_20",0.62,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,0.935979494047622,9.35979
"blanton","20_40",0.27,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,0.405282515698587,8.10565
"blanton","40_100",0.216,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,0.33912,20.3472
"bonneau","0_10",4.084,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,6.65617745454545,66.56177
"bonneau","10_20",0.6,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,1.04075,10.4075
"bonneau","20_40",0.426,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,0.630100001458157,12.602
"bonneau","40_100",0.182173913043478,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,0.295224296296296,17.71346
"boulogne","0_10",NA,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,NA,NA
"boulogne","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"boulogne","20_40",NA,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,NA,NA
"boulogne","40_100",NA,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,NA,NA
"bude","0_10",NA,1.54,0.127279220613579,2,24.4,65.55,10.05,0,NA,NA
"bude","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"bude","20_40",NA,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,NA,NA
"bude","40_100",NA,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,NA,NA
"burton","0_10",20.215,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,12.8851533055556,128.85153
"burton","10_20",7.16,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,6.3431335,63.43134
"burton","20_40",1.72,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,1.5157586,30.31517
"burton","40_100",0.563333333333333,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,0.639525020202022,38.3715
"caddo","0_10",NA,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,NA,NA
"caddo","10_20",NA,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,NA,NA
"caddo","20_40",NA,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,NA,NA
"caddo","40_100",NA,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,NA,NA
"cahaba","0_10",2.60666666666667,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,3.64933333333333,36.49333
"cahaba","10_20",1.51,1.37,0.210069553241103,1,51.3,31.5,17.2,0,2.0687,20.687
"cahaba","20_40",0.853333333333333,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,1.25724444444444,25.14489
"cahaba","40_100",0.42,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.64092,38.4552
"carnasaw","0_10",NA,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,NA,NA
"carnasaw","10_20",NA,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,NA,NA
"carnasaw","20_40",NA,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,NA,NA
"carnasaw","40_100",NA,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,NA,NA
"cartecay","0_10",NA,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,NA,NA
"cartecay","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"cartecay","20_40",NA,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,NA,NA
"cartecay","40_100",NA,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,NA,NA
"cashiers","0_10",NA,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,NA,NA
"cashiers","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"cashiers","20_40",NA,1.04,0.215883238671701,1,59.3,23,17.7,9,NA,NA
"cashiers","40_100",NA,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,NA,NA
"cataula","0_10",1.59,1.39,0.246635757280942,1,66.2,18.5,15.3,4,2.121696,21.21696
"cataula","10_20",0.63,1.72,0.210069553241103,1,68,18,14,11,0.964404,9.64404
"cataula","20_40",0.43,1.51,0.215883238671701,1,36.7,13.5,49.8,4,0.623328,12.46656
"cataula","40_100",0.16,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,0.234378666666667,14.06272
"cecil","0_10",2.46451612903226,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,3.66839519767161,36.68395
"cecil","10_20",0.823529411764706,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,1.28013803921569,12.80138
"cecil","20_40",0.5375,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,0.810460416666665,16.20921
"cecil","40_100",0.192352941176471,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.281501369607843,16.89008
"chandler","0_10",0.44,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,0.463637888501742,4.63638
"chandler","10_20",0.44,1.62,0.210069553241103,1,65,22,13,47,0.377784,3.77784
"chandler","20_40",0.44,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,0.594414356357927,11.88829
"chandler","40_100",0.36,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,0.584997000000001,35.09982
"chestnut","0_10",39.03,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,51.1448519364112,511.44852
"chestnut","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"chestnut","20_40",NA,1.13,0.215883238671701,1,42.05,37.05,20.9,10,NA,NA
"chestnut","40_100",NA,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,NA,NA
"chewacla","0_10",5.038,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,6.73872084285714,67.38721
"chewacla","10_20",1.065,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,1.59973237154018,15.99732
"chewacla","20_40",0.906666666666667,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,1.29490133333333,25.89803
"chewacla","40_100",0.652,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,0.994734666666665,59.68408
"clarksville","0_10",5.34,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,7.14650217349442,71.46502
"clarksville","10_20",0.935,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,1.4081962452381,14.08196
"clarksville","20_40",0.646666666666667,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.958476881456285,19.16954
"clarksville","40_100",0.2,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.4037128125,24.22277
"clebit","0_10",NA,1.48,0.246635757280942,1,57.1,28.5,14.4,10,NA,NA
"clebit","10_20",NA,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,NA,NA
"clebit","20_40",NA,1.51,0.215883238671701,1,56.5,30,13.5,14,NA,NA
"clebit","40_100",NA,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,NA,NA
"clifton","0_10",3.4125,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,3.92730609375,39.27306
"clifton","10_20",2.02958333333333,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,3.04315725,30.43157
"clifton","20_40",0.646666666666667,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.896956305555557,17.93913
"clifton","40_100",0.2775,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.365603727272727,21.93622
"congaree","0_10",NA,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,NA,NA
"congaree","10_20",NA,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,NA,NA
"congaree","20_40",NA,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,NA,NA
"congaree","40_100",NA,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,NA,NA
"cowarts","0_10",1.716,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,2.5165855,25.16585
"cowarts","10_20",0.385,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,0.6136515,6.13652
"cowarts","20_40",0.52375,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,0.823878702380951,16.47757
"cowarts","40_100",0.137,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.226553526426427,13.59321
"cowee","0_10",2.21,1.33,0.246635757280942,1,67.2,20.6,12.2,20,2.35144,23.5144
"cowee","10_20",1.38,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,2.02180698652628,20.21807
"cowee","20_40",0.55,1.64,0.215883238671701,1,62.8,18.6,18.6,17,0.74866,14.9732
"cowee","40_100",0.2,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,0.2989,17.934
"craggey","0_10",21.4,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,15.16618,151.6618
"craggey","10_20",6.16,1.04,0.210069553241103,1,71.85,20.6,7.55,21,5.061056,50.61056
"craggey","20_40",4.8,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,3.70928,74.1856
"craggey","40_100",3.87,1.59451747615447,0.19649269329816,0,68.1,23.5,8.4,20,4.93662610617424,296.19757
"craven","0_10",NA,1.45,0.014142135623731,2,23.3,67.2,9.5,0,NA,NA
"craven","10_20",NA,1.62,0.210069553241103,1,25.9,63.9,10.2,0,NA,NA
"craven","20_40",NA,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,0,NA,NA
"craven","40_100",NA,1.588,0.0402492235949962,5,15.24,38.26,46.5,0,NA,NA
"cullasaja","0_10",5.44,0.925,0.0353553390593273,2,58.7,29,12.3,57,2.16376,21.6376
"cullasaja","10_20",4.61,0.84,0.210069553241103,1,55.3,23.7,21,51,1.897476,18.97476
"cullasaja","20_40",3.78,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,2.67456,53.4912
"cullasaja","40_100",0.873333333333333,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,0.555739428571429,33.34437
"davidson","0_10",2.90666666666667,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,4.575384,45.75384
"davidson","10_20",1.28,1.5096443452381,0.210069553241103,0,30.9333333333333,34.0333333333333,30.7,1.33333333333333,1.90658016507937,19.0658
"davidson","20_40",0.79,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,1.23399316666667,24.67986
"davidson","40_100",0.225,1.57666666666667,0.104626319187223,6,27.2,16.3357142857143,56.4642857142857,0.785714285714286,0.351962678571429,21.11776
"dorovan","0_10",NA,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,NA,NA
"dorovan","10_20",NA,1.5096443452381,0.210069553241103,0,21,0.1,17.9,0,NA,NA
"dorovan","20_40",NA,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,NA,NA
"dorovan","40_100",NA,1.59451747615447,0.19649269329816,0,65.3,0.8,22.2,0,NA,NA
"dothan","0_10",7.16666666666667,1.405,0.346482322781408,2,74.3809523809524,14.13125,7.63125,1.8125,9.88666302083334,98.86663
"dothan","10_20",1.23962962962963,1.65666666666667,0.124525767079214,6,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,2.00866830452675,20.08668
"dothan","20_40",0.452894736842105,1.778,0.0834865258589673,5,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,0.781771849420161,15.63544
"dothan","40_100",0.214473684210526,1.636,0.068677992593455,25,55.375,12.6240740740741,27.6231481481481,3.31481481481481,0.339247960038986,20.35488
"duplin","0_10",NA,1.3509262485482,0.246635757280942,0,37.2,23.2,9.4,0,NA,NA
"duplin","10_20",NA,1.5096443452381,0.210069553241103,0,7.3,17.8,12,0,NA,NA
"duplin","20_40",NA,1.50104635443921,0.215883238671701,0,52.9333333333333,21.7666666666667,24.9333333333333,0,NA,NA
"duplin","40_100",NA,1.59451747615447,0.19649269329816,0,38.5,18.2857142857143,49.5714285714286,0,NA,NA
"edneyville","0_10",6.05,0.82,0.246635757280942,1,32.7,38.7,28.6,5,4.71295,47.1295
"edneyville","10_20",0.65,1.19,0.210069553241103,1,36.5,34.2,29.3,2,0.75803,7.5803
"edneyville","20_40",0.384,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.56242838205717,11.24857
"edneyville","40_100",0.118,1.075,0.0493288286231624,4,66.5,24.24,9.26,0.6,0.1260889,7.56533
"enon","0_10",NA,1.07,0.246635757280942,1,60.1,29.95,9.95,27.5,NA,NA
"enon","10_20",NA,1.48,0.210069553241103,1,46.3,40.6,13.1,29,NA,NA
"enon","20_40",NA,1.52,0.215883238671701,1,30.75,19.9,49.35,8,NA,NA
"enon","40_100",0.56,1.76333333333333,0.0873689494805411,3,32.3857142857143,17.5285714285714,50.0857142857143,2.57142857142857,0.962074666666665,57.72448
"escambia","0_10",NA,1.3509262485482,0.246635757280942,0,60.7333333333333,29.2666666666667,7.6,0,NA,NA
"escambia","10_20",NA,1.33,0.210069553241103,1,48.525,31.9,6.7,0.5,NA,NA
"escambia","20_40",NA,1.7,0.215883238671701,1,49.56,29.92,9.44,0.6,NA,NA
"escambia","40_100",NA,1.78,0.0282842712474619,2,57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,NA,NA
"estate","0_10",1.94,1.3509262485482,0.246635757280942,0,45.975,45.375,8.65,0,2.62079692218351,26.20797
"estate","10_20",0.83,1.64,0.210069553241103,1,37.175,47.8,15.025,0,1.3612,13.612
"estate","20_40",0.38,1.50104635443921,0.215883238671701,0,23.96,49.14,26.9,0,0.5703976146869,11.40795
"estate","40_100",0.486666666666667,1.74,0.19649269329816,1,29.3923076923077,30,40.6076923076923,0,0.8468,50.808
"esto","0_10",NA,1.3509262485482,0.246635757280942,0,57.84,13.68,11.89,0,NA,NA
"esto","10_20",NA,1.5096443452381,0.210069553241103,0,38.78,18.04,21.58,0,NA,NA
