"","soil_name","horizon","total_c","sand","silt","clay","frag","total_c_soil"
"1","albany","0_10",1.84291,46.4333333333333,7.40555555555556,2.86666666666667,0.0555555555555556,1.84188616111111
"2","albany","10_20",1.04945,45.6285714285714,5.97142857142857,2.24285714285714,0,1.04945
"3","albany","20_40",0.93792,57.1647058823529,7.74444444444444,2.60555555555556,0.0555555555555556,0.937398933333333
"4","albany","40_100",0.43475,53.5452830188679,6.73962264150943,2.40754716981132,0.0754716981132075,0.434421886792453
"5","angelina","0_10",2.10097,30.2,40.5,29.3,0,2.10097
"6","angelina","10_20",1.72763,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.67662793891581
"7","angelina","20_40",2.58882,16.6,42.1,41.3,0,2.58882
"8","angelina","40_100",3.73452,52.5333333333333,22.9666666666667,24.5,0,3.73452
"9","appling","0_10",1.9468,65.0666666666667,21.1333333333333,12.6,4,1.868928
"10","appling","10_20",0.68992,31.175,38.425,15.125,0,0.68992
"11","appling","20_40",0.33115,36.8,20.6,42.6,0,0.33115
"12","appling","40_100",0.04747,42.0181818181818,25.5,32.9090909090909,2.72727272727273,0.0461753636363636
"13","attoyac","0_10",1.5625,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,1.55729166666667
"14","attoyac","10_20",1.36271,72.75,24.25,3,1,1.3490829
"15","attoyac","20_40",2.22496,61.2333333333333,30.45,8.31666666666667,0.333333333333333,2.21754346666667
"16","attoyac","40_100",3.95862,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,3.95142250909091
"17","bernaldo","0_10",3.21533,62.0666666666667,35.5,2.43333333333333,0,3.21533
"18","bernaldo","10_20",1.23013,52.3,42.1,5.6,0,1.23013
"19","bernaldo","20_40",0.65068,56.625,37.875,5.5,0,0.65068
"20","bernaldo","40_100",0.11122,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,0.111061114285714
"21","besner","0_10",2.2964,66,31.2,2.8,0,2.2964
"22","besner","10_20",0.88514,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.859009425543627
"23","besner","20_40",0.47267,65.45,31.85,2.7,0,0.47267
"24","besner","40_100",0.08221,61.6,35.62,2.78,0,0.08221
"25","betis","0_10",0.95868,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.934209382481442
"26","betis","10_20",0.60834,90.85,7.35,1.8,0,0.60834
"27","betis","20_40",0.63099,84.3,13.1,2.6,0,0.63099
"28","betis","40_100",0.39758,86.76,9.2,4.04,0,0.39758
"29","bibb","0_10",0.00058,70.375,21.9,7.725,0,0.00058
"30","bibb","10_20",0,48.3,37.55,14.05,0,0
"31","bibb","20_40",0,61.52,27.56,10.88,0,0
"32","bibb","40_100",0,76.28,15.69,7.99,0.2,0
"33","blanton","0_10",2.37899,54.0944444444444,6.24736842105263,2.58947368421053,0,2.37899
"34","blanton","10_20",1.43225,64.475,8.375,2.9875,0,1.43225
"35","blanton","20_40",1.38139,51.1769230769231,7.76428571428571,3.35714285714286,0,1.38139
"36","blanton","40_100",0.74794,58.4387755102041,6.66734693877551,2.73877551020408,0,0.74794
"37","bonneau","0_10",4.62477,76.54,11.3454545454545,4.59090909090909,1.81818181818182,4.54068327272727
"38","bonneau","10_20",1.84232,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,1.76555666666667
"39","bonneau","20_40",1.02626,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,1.01126081538462
"40","bonneau","40_100",0.1928,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,0.190514962962963
"41","cahaba","0_10",5.50431,51.35,34.175,14.4666666666667,0,5.50431
"42","cahaba","10_20",2.94768,51.3,31.5,17.2,0,2.94768
"43","cahaba","20_40",2.4239,47.9466666666667,32.9,19.14,0,2.4239
"44","cahaba","40_100",0.95166,46.1545454545455,28.3606060606061,25.469696969697,0,0.95166
"45","cecil","0_10",3.67986,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,3.45422647894737
"46","cecil","10_20",1.63423,53.74,20.095,29.655,5.6,1.54271312
"47","cecil","20_40",1.04808,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,0.993397565217391
"48","cecil","40_100",0.25552,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.249628844444444
"49","chewacla","0_10",5.26068,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,5.19304268571429
"50","chewacla","10_20",2.23573,12.45,41,46.55,0.5,2.22455135
"51","chewacla","20_40",1.35397,11.45,48.925,39.625,3.5,1.30658105
"52","chewacla","40_100",0.29669,15.65,46.3285714285714,38.0214285714286,0.5,0.29520655
"53","clarksville","0_10",7.5251,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,7.45474699408284
"54","clarksville","10_20",1.45638,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,1.45295322352941
"55","clarksville","20_40",0.33641,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.332181896174863
"56","clarksville","40_100",0.01309,26.1935546875,46.393359375,27.41328125,1.05078125,0.012952452734375
"57","clifton","0_10",4.98591,36.05,35.75,28.2,11.375,4.4187627375
"58","clifton","10_20",1.82919,27.4666666666667,37.0666666666667,35.4666666666667,2,1.7926062
"59","clifton","20_40",0.91728,28.0125,31.425,40.5625,5.75,0.8645364
"60","clifton","40_100",0.14232,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.134557090909091
"61","cowarts","0_10",2.68437,73.7916666666667,9.60833333333333,8.75,3.83333333333333,2.58146915
"62","cowarts","10_20",1.58427,79.2,10.26,10.54,3.4,1.53040482
"63","cowarts","20_40",1.48683,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,1.40611637142857
"64","cowarts","40_100",0.7611,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.740118324324324
"65","cowee","0_10",3.08665,67.2,20.6,12.2,20,2.46932
"66","cowee","10_20",1.7594,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.7074600439495
"67","cowee","20_40",1.57449,62.8,18.6,18.6,17,1.3068267
"68","cowee","40_100",0.73176,78.9666666666667,9.6,11.4333333333333,18.3333333333333,0.597604
"69","craggey","0_10",6.46048,60.075,33.2,23.625,6.75,6.0243976
"70","craggey","10_20",6.37754,71.85,20.6,7.55,21,5.0382566
"71","craggey","20_40",12.5105,79.6666666666667,16.9,3.43333333333333,20.3333333333333,9.96669833333334
"72","craggey","40_100",35.64888,68.1,23.5,8.4,20,28.519104
"73","cullasaja","0_10",5.34068,58.7,29,12.3,57,2.2964924
"74","cullasaja","10_20",4.37982,55.3,23.7,21,51,2.1461118
"75","cullasaja","20_40",6.53743,58.0666666666667,28.8,13.1333333333333,46.6666666666667,3.48662933333333
"76","cullasaja","40_100",9.34231,63.9428571428571,23.8571428571429,12.2,58.8571428571429,3.84369325714285
"77","davidson","0_10",3.50465,47.1571428571429,23.3,29.5428571428571,1,3.4696035
"78","davidson","10_20",1.98268,30.9333333333333,34.0333333333333,30.7,1.33333333333333,1.95624426666667
"79","davidson","20_40",1.75621,40.1,20.9666666666667,38.9333333333333,0.666666666666667,1.74450193333333
"80","davidson","40_100",0.79954,27.2,16.3357142857143,56.4642857142857,0.785714285714286,0.7932579
"81","dothan","0_10",4.69957,74.3809523809524,14.13125,7.63125,1.8125,4.61439029375
"82","dothan","10_20",2.12336,78.5595238095238,13.047619047619,7.08095238095238,2.19047619047619,2.07684830476191
"83","dothan","20_40",1.39284,66.6610169491525,13.3305084745763,15.0779661016949,2.91525423728814,1.35223517288136
"84","dothan","40_100",0.35423,55.375,12.6240740740741,27.6231481481481,3.31481481481481,0.342487931481482
"85","edneyville","0_10",4.3763,32.7,38.7,28.6,5,4.157485
"86","edneyville","10_20",1.21474,36.5,34.2,29.3,2,1.1904452
"87","edneyville","20_40",0.43077,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.420327060211778
"88","edneyville","40_100",0.03594,66.5,24.24,9.26,0.6,0.03572436
"89","fannin","0_10",1.46885,40.3833333333333,29.0833333333333,21.1,4.5,1.40275175
"90","fannin","10_20",1.04992,61.55,18.7,19.75,13.5,0.9081808
"91","fannin","20_40",1.28689,48.36,17.68,33.96,2.8,1.25085708
"92","fannin","40_100",1.16506,62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,1.05959141052632
"93","forestdale","0_10",1.10546,14.2272727272727,52.6,33.1636363636364,0,1.10546
"94","forestdale","10_20",0.92337,12.8125,52.2875,34.9,0,0.92337
"95","forestdale","20_40",1.41549,9.60769230769231,52.8,37.5923076923077,0,1.41549
"96","forestdale","40_100",2.15731,12.1447368421053,44.3947368421053,43.4631578947368,0,2.15731
"97","foxworth","0_10",1.60542,44.8055555555556,3.75,1.8,0,1.60542
"98","foxworth","10_20",1.34813,78.3222222222222,3.52222222222222,1.74444444444444,0,1.34813
"99","foxworth","20_40",2.08272,58.0875,4.1625,1.8125,0,2.08272
"100","foxworth","40_100",3.23456,69.3025641025641,3.5325,2.055,0,3.23456
"101","fuquay","0_10",3.05145,75.1590909090909,12.25,4.24090909090909,3.04545454545455,2.95851947727273
"102","fuquay","10_20",1.26203,77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,1.19019136923077
"103","fuquay","20_40",0.73783,65.6533333333333,11.1866666666667,5.38666666666667,7.2,0.68470624
"104","fuquay","40_100",0.15149,67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,0.148831779245283
"105","goldsboro","0_10",2.95668,64.5333333333333,28.7,10,0,2.95668
"106","goldsboro","10_20",1.54631,74.78,18.88,6.34,0.2,1.54321738
"107","goldsboro","20_40",1.23164,61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,1.22958726666667
"108","goldsboro","40_100",0.45422,56.004,22.38,21.62,0.2,0.45331156
"109","greenville","0_10",3.20804,64.2727272727273,17.5272727272727,20.4818181818182,0,3.20804
"110","greenville","10_20",2.52346,51.3,24.32,24.38,0,2.52346
"111","greenville","20_40",3.54635,45.08,16.9333333333333,40.22,0,3.54635
"112","greenville","40_100",4.3921,41.9485714285714,14.68,43.0828571428571,0,4.3921
"113","guyton","0_10",2.60771,29.45,54.3666666666667,15.9666666666667,0,2.60771
"114","guyton","10_20",1.6655,20.65,59.5,19.85,0,1.6655
"115","guyton","20_40",1.74311,21.06,64.76,14.18,0,1.74311
"116","guyton","40_100",1.11939,19.3916666666667,57.5333333333333,23.075,0.25,1.116591525
"117","helena","0_10",0.57616,76.75,32.45,11.3,0,0.57616
"118","helena","10_20",0.44948,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.436210719878606
"119","helena","20_40",0.6242,27.4,31.6,17.75,0,0.6242
"120","helena","40_100",0.75179,21.875,20.575,48.175,0,0.75179
"121","hiwassee","0_10",1.91576,31.3769230769231,29.2,39.4230769230769,1.46153846153846,1.88776043076923
"122","hiwassee","10_20",1.34629,57.1,22.525,20.375,3.25,1.302535575
"123","hiwassee","20_40",1.61096,23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,1.59270245333333
"124","hiwassee","40_100",1.38249,22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,1.37079200769231
"125","lakeland","0_10",0.9986,65.7052631578947,4.18421052631579,2.32631578947368,0,0.9986
"126","lakeland","10_20",0.77826,42.3857142857143,5.55714285714286,2.45714285714286,0,0.77826
"127","lakeland","20_40",1.07926,63.5625,4.87777777777778,3.25555555555556,0,1.07926
"128","lakeland","40_100",1.29556,75.0088888888889,4.51333333333333,3.22888888888889,0,1.29556
"129","lenoir","0_10",0.00058,14.0333333333333,52.6333333333333,33.3333333333333,0,0.00058
"130","lenoir","10_20",0,6,45.2,48.8,0,0
"131","lenoir","20_40",0,16.5,48.55,34.95,0,0
"132","lenoir","40_100",0,7.74285714285714,46.4714285714286,45.7857142857143,0,0
"133","leon","0_10",2.18437,50.95,8.12916666666667,1.325,0,2.18437
"134","leon","10_20",2.06109,68.85,4.9125,0.6125,0,2.06109
"135","leon","20_40",3.77979,64.9035714285714,3.72142857142857,1.00357142857143,0,3.77979
"136","leon","40_100",9.02872,64.0475,4.40740740740741,2.3,0,9.02872
"137","lexington","0_10",1.78489,19.16,67.86,12.98,0,1.78489
"138","lexington","10_20",1.10607,6.45,65.45,28.1,0,1.10607
"139","lexington","20_40",1.11016,7.825,59.825,32.35,0,1.11016
"140","lexington","40_100",0.65289,24.5272727272727,52.9818181818182,22.4909090909091,0,0.65289
"141","lily","0_10",4.71735,43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087,4.66402343478261
"142","lily","10_20",1.68179,43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488,1.64424306046512
"143","lily","20_40",0.81333,41.4625,39.3395833333333,19.1958333333333,1.6875,0.79960505625
"144","lily","40_100",0.11818,51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615,0.116668659615385
"145","lloyd","0_10",4.28195,58.725,20.675,20.6,7.25,3.971508625
"146","lloyd","10_20",2.51603,50.65,24.05,25.3,11,2.2392667
"147","lloyd","20_40",2.34709,35.6,20.6571428571429,43.7428571428571,2.42857142857143,2.29008924285714
"148","lloyd","40_100",1.18675,33.81,23.39,42.8,1.7,1.16657525
"149","lucy","0_10",1.77396,71.9,7.88571428571429,4.21428571428571,1.85714285714286,1.74101502857143
"150","lucy","10_20",1.15404,73.3,5.65,5.45,0,1.15404
"151","lucy","20_40",1.23916,59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143,1.23738977142857
"152","lucy","40_100",0.8403,61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455,0.839918045454545
"153","madison","0_10",4.48588,59.84,19.96,20.2,4.4,4.28850128
"154","madison","10_20",1.58978,49.45,21.5666666666667,28.9833333333333,4.5,1.5182399
"155","madison","20_40",0.76308,37.65,18.1333333333333,44.2166666666667,0.833333333333333,0.756721
"156","madison","40_100",0.10939,41.00625,17.0875,41.90625,0.25,0.109116525
"157","mantachie","0_10",4.33556,44.425,31.2083333333333,24.375,0.583333333333333,4.31026923333333
"158","mantachie","10_20",1.84009,43.1125,35.275,21.6125,1.5,1.81248865
"159","mantachie","20_40",1.11243,54.4727272727273,27.8909090909091,17.6363636363636,1.45454545454545,1.0962492
"160","mantachie","40_100",0.24298,56.19375,24.603125,19.203125,1.5,0.2393353
"161","moko","0_10",4.23406,29.2196428571429,44.3776785714286,26.4017857142857,0.267857142857143,4.22271876785714
"162","moko","10_20",4.46485,32.4105263157895,40.5157894736842,27.0754385964912,0.508771929824561,4.44213409649123
"163","moko","20_40",9.67306,29.99,42.65,27.356,0.66,9.609217804
"164","moko","40_100",36.01737,46.1,33.075,20.825,0,36.01737
"165","mollville","0_10",2.23501,39.7333333333333,46.3,13.9666666666667,0,2.23501
"166","mollville","10_20",1.39335,61.9,28,10.1,0,1.39335
"167","mollville","20_40",1.41017,46.525,37.225,16.25,0,1.41017
"168","mollville","40_100",0.84386,49.4555555555556,31.0111111111111,19.5333333333333,0.111111111111111,0.842922377777778
"169","nixa","0_10",4.21384,21.9785714285714,68.2535714285714,9.75714285714286,2.39285714285714,4.11300882857143
"170","nixa","10_20",2.21016,19.2875,70.8875,9.8375,4.9375,2.10103335
"171","nixa","20_40",1.76725,22.6,66.0774193548387,11.3322580645161,2.41935483870968,1.7244939516129
"172","nixa","40_100",0.65672,22.3758620689655,47.9954022988506,29.6310344827586,1.64367816091954,0.645925636781609
"173","norfolk","0_10",7.12703,76.7230769230769,13.1,4.5,0.153846153846154,7.11606533846154
"174","norfolk","10_20",0.44943,82.6230769230769,12.0153846153846,4.52307692307692,0,0.44943
"175","norfolk","20_40",0.03013,68.3,13.5086956521739,10.9565217391304,0.260869565217391,0.0300514
"176","norfolk","40_100",0.00012,63.2137931034483,11.4120689655172,25.4137931034483,0.413793103448276,0.000119503448275862
"177","orangeburg","0_10",4.65733,69.8076923076923,13.1230769230769,7.66538461538462,0.192307692307692,4.64837359615385
"178","orangeburg","10_20",0.01612,68.4473684210526,12.0947368421053,8.32631578947368,0.842105263157895,0.0159842526315789
"179","orangeburg","20_40",6e-05,66.3588235294118,13.4114285714286,14.8342857142857,0.257142857142857,5.98457142857143e-05
"180","orangeburg","40_100",0,56.6493670886076,10.6625,26.32125,0.575,0
"181","ouachita","0_10",5.19105,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,5.0585467673575
"182","ouachita","10_20",2.68144,16.6,60.7,22.7,1,2.6546256
"183","ouachita","20_40",2.10058,17.9,60,22.1,0,2.10058
"184","ouachita","40_100",0.74994,20.9,58,21.1,0,0.74994
"185","pamlico","0_10",0.00058,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.000565195312136726
"186","pamlico","10_20",0,9.15000000000001,34.9,26.45,0,0
"187","pamlico","20_40",0,68.45,28.95,2.6,0,0
"188","pamlico","40_100",0,78.8066666666667,5.56666666666667,2.62666666666667,0,0
"189","poarch","0_10",1.24332,51.3,25.2,4.66666666666667,0,1.24332
"190","poarch","10_20",0.74022,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.718367667234453
"191","poarch","20_40",0.70307,55.8333333333333,25.6333333333333,7.86666666666667,0.333333333333333,0.700726433333333
"192","poarch","40_100",0.36884,70.2555555555556,20.4666666666667,14.6,0.222222222222222,0.368020355555556
"193","portia","0_10",1.09971,34.0458333333333,55.7708333333333,10.1833333333333,0,1.09971
"194","portia","10_20",1.01783,38.0384615384615,51.0538461538462,10.9,0,1.01783
"195","portia","20_40",1.81396,28.7516129032258,53.6387096774194,17.6129032258065,0,1.81396
"196","portia","40_100",4.02536,27.6267605633803,37.1450704225352,35.230985915493,0,4.02536
"197","rains","0_10",0.00058,58.4916666666667,25.2153846153846,10.2076923076923,0.153846153846154,0.000579107692307692
"198","rains","10_20",0,61.8,25.74,8.72,0,0
"199","rains","20_40",0,69.58,20.0333333333333,12.1066666666667,0.133333333333333,0
"200","rains","40_100",0,61.1533333333333,19.1766666666667,23.5466666666667,0.133333333333333,0
"201","reddies","0_10",3.70023,64.475,31.025,8.05,0,3.70023
"202","reddies","10_20",2.43899,68.2,21.8,10,3.33333333333333,2.35769033333333
"203","reddies","20_40",2.66732,69.95,23.375,6.675,0,2.66732
"204","reddies","40_100",1.88113,80.3636363636364,13.2272727272727,6.40909090909091,46.2727272727273,1.01067984545455
"205","rosman","0_10",3.9666,43.3,41.35,15.35,0,3.9666
"206","rosman","10_20",2.84611,62.4,25.2,12.4,1,2.8176489
"207","rosman","20_40",3.5074,43.7,41.7,14.6,0,3.5074
"208","rosman","40_100",3.21398,69.6222222222222,23.7555555555556,6.62222222222222,0,3.21398
"209","saffell","0_10",2.95254,32.65,55.9875,11.3625,6.25,2.76800625
"210","saffell","10_20",1.28018,18,65.775,16.225,11.75,1.12975885
"211","saffell","20_40",0.79574,32.9285714285714,50.7714285714286,16.3,15.2857142857143,0.674105457142857
"212","saffell","40_100",0.18301,47.7714285714286,31.6142857142857,20.6142857142857,19.2857142857143,0.147715214285714
"213","sapelo","0_10",1.2678,53.2846153846154,7.10714285714286,1.12857142857143,0,1.2678
"214","sapelo","10_20",1.46013,79.46,6.76666666666667,1.01666666666667,0,1.46013
"215","sapelo","20_40",3.6184,55.26,6.45,1.435,0,3.6184
"216","sapelo","40_100",19.61016,56.3903225806452,5.73548387096774,4.24354838709677,0,19.61016
"217","sharkey","0_10",3.13779,5.41904761904762,31.7333333333333,62.847619047619,0.19047619047619,3.13181325714286
"218","sharkey","10_20",2.76834,1.27272727272727,32.0136363636364,66.7136363636364,0.0454545454545455,2.76708166363636
"219","sharkey","20_40",4.59719,3.63076923076923,31.5384615384615,64.8307692307692,0,4.59719
"220","sharkey","40_100",8.53164,3.2125,30.6825,66.105,0.0125,8.530573545
"221","smithdale","0_10",6.76911,74.7,19.7083333333333,5.59166666666667,2.5,6.59988225
"222","smithdale","10_20",1.91274,74.72,19.94,5.34,4.2,1.83240492
"223","smithdale","20_40",0.6932,68.1714285714286,20.7285714285714,11.1,3.42857142857143,0.669433142857143
"224","smithdale","40_100",0.06012,62.636,16.14,21.224,1.04,0.059494752
"225","susquehanna","0_10",1.94238,59.6333333333333,36.2666666666667,4.1,0.333333333333333,1.9359054
"226","susquehanna","10_20",1.32091,29.7,44.95,25.35,0.5,1.31430545
"227","susquehanna","20_40",1.50916,30.8,19.95,49.25,0,1.50916
"228","susquehanna","40_100",1.16998,32.9857142857143,18.0571428571429,48.9571428571429,0,1.16998
"229","tate","0_10",5.99389,72.6666666666667,37,14.3,10.3333333333333,5.37452136666667
"230","tate","10_20",2.59924,57.8,24.25,17.95,12,2.2873312
"231","tate","20_40",1.61594,51.95,24.5,23.55,9,1.4705054
"232","tate","40_100",0.37177,58.04,21.62,20.34,16,0.3122868
"233","toccoa","0_10",2.87451,38.65,37.15,24.2,1,2.8457649
"234","toccoa","10_20",1.45506,62.25,23.925,13.825,0.25,1.45142235
"235","toccoa","20_40",1.10938,65.5333333333333,23.9333333333333,10.5333333333333,0,1.10938
"236","toccoa","40_100",0.37576,69.48,19.92,10.6,1.1,0.37162664
"237","toinette","0_10",3.35029,80.1,15.4,4.5,0,3.35029
"238","toinette","10_20",1.30003,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.26165129074438
"239","toinette","20_40",0.70021,84.3,11.8,3.9,0,0.70021
"240","toinette","40_100",0.1237,78.7666666666667,5.53333333333333,15.7,0,0.1237
"241","troup","0_10",3.38417,76.3785714285714,7.36428571428571,3.5,0,3.38417
"242","troup","10_20",0.75276,87.6285714285714,8.52857142857143,3.84285714285714,0,0.75276
"243","troup","20_40",0.20469,73.025,8.425,3.965,0.05,0.204587655
"244","troup","40_100",0.01065,74.2660377358491,7.7622641509434,5.13396226415094,0.188679245283019,0.0106299056603774
"245","udorthents","0_10",1.72208,32.2,45.2,22.6,0,1.72208
"246","udorthents","10_20",1.0352,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.00463944384251
"247","udorthents","20_40",0.99638,22.3,44.8,32.9,0,0.99638
"248","udorthents","40_100",0.53719,43.6,32.7,23.7,0,0.53719
"249","vance","0_10",0.00058,24,51.7,24.3,0,0.00058
"250","vance","10_20",0,26,56.5,17.5,0,0
"251","vance","20_40",0,27.3,55.8,16.9,0,0
"252","vance","40_100",0,35.84,44.48,26.56,0,0
"253","wadley","0_10",3.13108,62.5111111111111,10.0888888888889,3.22222222222222,0.555555555555556,3.11368511111111
"254","wadley","10_20",1.58005,46.3,6.5,1.9,0,1.58005
"255","wadley","20_40",1.19971,76.625,10.5,3.5625,0.875,1.1892125375
"256","wadley","40_100",0.40312,61.5944444444444,8.85,5.42222222222222,0.5,0.4011044
"257","wagram","0_10",3.27636,68.1333333333333,9.76666666666667,4.1,1,3.2435964
"258","wagram","10_20",1.83056,61.4333333333333,10.3,3.1,0,1.83056
"259","wagram","20_40",1.59419,67.925,10.225,5.075,1.75,1.566291675
"260","wagram","40_100",0.70149,77.99,9.575,12.2,1.58333333333333,0.690383075
"261","wehadkee","0_10",1.93609,45.95,34.4,19.65,0,1.93609
"262","wehadkee","10_20",1.90504,16.3,35.3,48.4,0,1.90504
"263","wehadkee","20_40",3.71891,22.75,41.4,35.85,0,3.71891
"264","wehadkee","40_100",10.46173,38.8666666666667,32.1333333333333,29,0,10.46173
"265","wickham","0_10",1.00819,56.8578947368421,36.7315789473684,20.335,0,1.00819
"266","wickham","10_20",0.78704,65.4666666666667,36.62,23.2333333333333,0.0666666666666667,0.786515306666667
"267","wickham","20_40",1.09405,53.3888888888889,26.2555555555556,20.3555555555556,0.111111111111111,1.09283438888889
"268","wickham","40_100",1.32067,52.3052631578947,24.1552631578947,23.5394736842105,0.157894736842105,1.31858473157895
"269","wrightsville","0_10",3.19048,18.3555555555556,59.0555555555556,22.5888888888889,1.44444444444444,3.14439528888889
"270","wrightsville","10_20",1.34524,15.5428571428571,58,26.4571428571429,0.142857142857143,1.34331822857143
"271","wrightsville","20_40",0.80636,17.7111111111111,56.0666666666667,26.2222222222222,0.222222222222222,0.804568088888889
"272","wrightsville","40_100",0.17337,11.9222222222222,45.3555555555556,42.7222222222222,0,0.17337
